Identificator;Date;Month;Day;Year;Hour;Minute;Second;Temperature;Relative_humidity;Light;Soil_temperature;Permittivity;Electroconductivity;Volumetric_water_content;Diameter;Battery_voltage
17346978;2022-01-12 23:37:08;1;12;2022;23;37;8;19.08;99;413;24.92;7.71;11;0.165;6.9637;3.88
17347087;2022-01-12 23:42:23;1;12;2022;23;42;23;19.14;99;545;24.92;7.78;11;0.166;6.9636;3.88
17347199;2022-01-12 23:47:44;1;12;2022;23;47;44;19.23;98;668;24.87;7.75;11;0.166;6.9634;3.88
17347513;2022-01-13 00:03:44;1;13;2022;0;3;44;19.79;97;1090;24.82;7.82;11;0.168;6.9624;3.88
17347618;2022-01-13 00:09:00;1;13;2022;0;9;0;20.09;95;1200;24.84;7.84;10;0.168;6.9621;3.89
17347730;2022-01-13 00:14:15;1;13;2022;0;14;15;20.24;94;1358;24.84;7.8;10;0.167;6.962;3.89
17347955;2022-01-13 00:24:50;1;13;2022;0;24;50;20.31;93;1362;24.82;7.66;11;0.164;6.962;3.89
17348405;2022-01-13 00:46:04;1;13;2022;0;46;4;21.13;90;2604;24.77;7.69;11;0.165;6.9611;3.91
17348615;2022-01-13 00:56:32;1;13;2022;0;56;32;22.02;87;1830;24.77;7.73;11;0.166;6.9619;3.9
17348731;2022-01-13 01:01:46;1;13;2022;1;1;46;21.59;87;2155;24.77;7.82;11;0.168;6.9624;3.9
17349099;2022-01-13 01:17:56;1;13;2022;1;17;56;21.51;87;2648;24.77;7.73;11;0.166;6.9633;3.91
17349218;2022-01-13 01:23:10;1;13;2022;1;23;10;22.07;86;2898;24.82;7.78;11;0.167;6.9631;3.91
17349331;2022-01-13 01:28:23;1;13;2022;1;28;23;22.76;83;3745;24.69;7.8;11;0.168;6.9635;3.92
17349438;2022-01-13 01:33:37;1;13;2022;1;33;37;22.93;83;5417;24.82;7.69;11;0.165;6.9641;3.92
17349743;2022-01-13 01:49:26;1;13;2022;1;49;26;23.85;79;8111;24.67;7.82;11;0.169;6.9662;3.92
17350057;2022-01-13 02:05:13;1;13;2022;2;5;13;24.86;75;10589;24.64;7.91;11;0.171;6.9705;3.95
17350266;2022-01-13 02:15:43;1;13;2022;2;15;43;25.6;72;9633;24.64;7.66;11;0.166;6.9705;3.99
17350368;2022-01-13 02:20:54;1;13;2022;2;20;54;25.82;70;7416;24.64;7.78;11;0.168;6.9682;3.96
17350471;2022-01-13 02:26:05;1;13;2022;2;26;5;25.78;70;10804;24.64;7.78;11;0.168;6.97;4
17350581;2022-01-13 02:31:15;1;13;2022;2;31;15;26.22;69;9684;24.64;7.64;11;0.165;6.9706;3.98
17350794;2022-01-13 02:41:48;1;13;2022;2;41;48;25.46;68;10826;24.64;7.69;11;0.166;6.9758;4
17350894;2022-01-13 02:46:58;1;13;2022;2;46;58;26.04;65;3352;24.67;7.78;11;0.168;6.9776;3.91
17351089;2022-01-13 02:57:24;1;13;2022;2;57;24;25.04;69;3057;24.67;7.66;11;0.165;6.9813;3.91
17351188;2022-01-13 03:02:35;1;13;2022;3;2;35;25.13;68;8768;24.69;7.69;11;0.166;6.9829;3.98
17351292;2022-01-13 03:07:46;1;13;2022;3;7;46;25.6;69;10567;24.72;7.8;11;0.168;6.9756;4
17351498;2022-01-13 03:18:13;1;13;2022;3;18;13;27.04;62;10746;24.77;7.71;11;0.166;6.9798;4
17351826;2022-01-13 03:33:55;1;13;2022;3;33;55;27.5;60;3632;24.82;7.62;11;0.163;6.9853;3.92
17351940;2022-01-13 03:39:10;1;13;2022;3;39;10;27.75;59;11320;24.87;7.66;11;0.164;6.9866;4
17352036;2022-01-13 03:44:20;1;13;2022;3;44;20;27.2;60;2851;24.84;7.73;11;0.166;6.9931;3.91
17352144;2022-01-13 03:49:30;1;13;2022;3;49;30;27.21;60;11638;24.82;7.75;11;0.166;6.989;4
17352370;2022-01-13 03:59:55;1;13;2022;3;59;55;27.89;58;12889;24.94;7.82;11;0.167;6.9859;4
17352477;2022-01-13 04:05:05;1;13;2022;4;5;5;28.13;56;10579;24.97;7.64;11;0.163;6.988;4
17352585;2022-01-13 04:10:14;1;13;2022;4;10;14;28.64;55;12731;24.97;7.69;11;0.164;6.9897;4
17353002;2022-01-13 04:31:09;1;13;2022;4;31;9;27.06;56;3502;25.09;7.71;11;0.163;7.0059;3.92
17353096;2022-01-13 04:36:19;1;13;2022;4;36;19;26.47;59;3529;25.12;7.71;11;0.163;7.0059;3.92
17353201;2022-01-13 04:41:29;1;13;2022;4;41;29;26.39;59;4189;25.14;7.66;11;0.162;7.0057;3.92
17353298;2022-01-13 04:46:40;1;13;2022;4;46;40;27.38;57;14632;25.17;7.59;11;0.16;6.9977;4
17353916;2022-01-13 05:18:05;1;13;2022;5;18;5;27.55;57;13016;25.34;7.57;11;0.158;7.006;4
17354127;2022-01-13 05:28:40;1;13;2022;5;28;40;26.7;61;4648;25.42;7.66;11;0.159;7.0144;3.93
17354220;2022-01-13 05:33:50;1;13;2022;5;33;50;26.89;62;6147;25.44;7.64;11;0.159;7.0124;3.95
17354322;2022-01-13 05:39:01;1;13;2022;5;39;1;26.95;61;3760;25.47;7.64;11;0.159;7.0142;3.92
17354429;2022-01-13 05:44:12;1;13;2022;5;44;12;26.43;62;3218;25.52;7.64;11;0.158;7.0142;3.92
17354738;2022-01-13 05:59:53;1;13;2022;5;59;53;27.85;57;12889;25.59;7.69;11;0.159;7.0061;4
17354943;2022-01-13 06:10:18;1;13;2022;6;10;18;28.95;53;11884;25.64;7.71;11;0.159;7.0118;4
17355154;2022-01-13 06:20:41;1;13;2022;6;20;41;29.75;52;13240;25.64;7.53;11;0.155;7.0152;4
17355262;2022-01-13 06:25:55;1;13;2022;6;25;55;28.98;52;11505;25.72;7.62;11;0.156;7.0168;4
17355356;2022-01-13 06:31:03;1;13;2022;6;31;3;29;54;11360;25.74;7.64;11;0.156;7.0168;4
17355549;2022-01-13 06:41:26;1;13;2022;6;41;26;29.22;51;12595;25.74;7.64;11;0.156;7.02;3.9
17355639;2022-01-13 06:46:35;1;13;2022;6;46;35;28.54;49;10912;25.79;7.57;11;0.155;7.0255;3.9
17355736;2022-01-13 06:51:43;1;13;2022;6;51;43;28.43;47;13299;25.82;7.64;11;0.156;7.0226;3.9
17356137;2022-01-13 07:12:28;1;13;2022;7;12;28;28.93;49;11732;25.94;7.62;11;0.154;7.0267;3.9
17356344;2022-01-13 07:22:51;1;13;2022;7;22;51;28.62;51;10750;25.99;7.71;11;0.156;7.0284;3.9
17356443;2022-01-13 07:28:00;1;13;2022;7;28;0;28.86;49;11745;26.04;7.57;11;0.152;7.0313;3.9
17356550;2022-01-13 07:33:08;1;13;2022;7;33;8;27.88;50;4083;26.04;7.66;11;0.154;7.0354;3.92
17356643;2022-01-13 07:38:24;1;13;2022;7;38;24;27.19;53;3760;26.09;7.66;11;0.154;7.0358;3.92
17356747;2022-01-13 07:43:33;1;13;2022;7;43;33;27.76;52;10513;26.12;7.59;11;0.152;7.0337;3.9
17356951;2022-01-13 07:53:51;1;13;2022;7;53;51;28.82;48;10258;26.26;7.59;11;0.151;7.0352;3.9
17357157;2022-01-13 08:04:15;1;13;2022;8;4;15;27.28;52;9340;26.26;7.69;11;0.153;7.0353;3.9
17357461;2022-01-13 08:19:54;1;13;2022;8;19;54;28.29;48;7468;26.34;7.64;11;0.152;7.0372;3.9
17357559;2022-01-13 08:25:03;1;13;2022;8;25;3;28.12;49;7053;26.36;7.57;11;0.15;7.0369;3.95
17357656;2022-01-13 08:30:13;1;13;2022;8;30;13;27.94;49;6755;26.39;7.57;11;0.15;7.0374;3.93
17357942;2022-01-13 08:45:50;1;13;2022;8;45;50;27.7;53;1753;26.49;7.48;11;0.147;7.0375;3.91
17358155;2022-01-13 08:56:22;1;13;2022;8;56;22;27.24;51;1777;26.51;7.66;11;0.151;7.0381;3.9
17358370;2022-01-13 09:06:48;1;13;2022;9;6;48;26.83;53;1466;26.54;7.73;11;0.152;7.0389;3.9
17358478;2022-01-13 09:12:05;1;13;2022;9;12;5;26.82;53;1466;26.61;7.53;11;0.147;7.0386;3.9
17358586;2022-01-13 09:17:15;1;13;2022;9;17;15;26.69;53;1388;26.61;7.62;11;0.149;7.0381;3.9
17358692;2022-01-13 09:22:26;1;13;2022;9;22;26;26.49;54;1258;26.64;7.5;11;0.146;7.0387;3.9
17358807;2022-01-13 09:27:37;1;13;2022;9;27;37;26.37;55;1294;26.64;7.57;11;0.148;7.0387;3.9
17359032;2022-01-13 09:37:59;1;13;2022;9;37;59;25.92;57;1164;26.66;7.66;11;0.149;7.0384;3.9
17359142;2022-01-13 09:43:11;1;13;2022;9;43;11;25.58;58;1063;26.64;7.57;11;0.148;7.0391;3.9
17359254;2022-01-13 09:48:22;1;13;2022;9;48;22;25.34;59;1078;26.66;7.62;11;0.149;7.0391;3.9
17359367;2022-01-13 09:53:34;1;13;2022;9;53;34;25.16;58;998;26.66;7.55;11;0.147;7.0388;3.9
17359480;2022-01-13 09:58:46;1;13;2022;9;58;46;24.99;60;867;26.66;7.62;11;0.149;7.0388;3.9
17359815;2022-01-13 10:14:34;1;13;2022;10;14;34;24.28;60;623;26.69;7.55;11;0.147;7.0389;3.89
17359931;2022-01-13 10:19:51;1;13;2022;10;19;51;24.05;61;492;26.66;7.5;11;0.146;7.0381;3.89
17360264;2022-01-13 10:35:37;1;13;2022;10;35;37;23.3;66;183;26.69;7.55;10;0.147;7.0377;3.89
17360381;2022-01-13 10:40:50;1;13;2022;10;40;50;23.13;66;108;26.66;7.5;11;0.146;7.0374;3.89
17360501;2022-01-13 10:46:04;1;13;2022;10;46;4;22.95;65;51;26.66;7.53;11;0.146;7.0368;3.9
17360615;2022-01-13 10:51:18;1;13;2022;10;51;18;22.88;66;20;26.66;7.64;10;0.149;7.0365;3.9
17360838;2022-01-13 11:01:51;1;13;2022;11;1;51;22.41;67;0;26.66;7.55;10;0.147;7.036;3.9
17360950;2022-01-13 11:07:05;1;13;2022;11;7;5;22.42;67;0;26.64;7.48;10;0.146;7.0357;3.89
17361057;2022-01-13 11:12:19;1;13;2022;11;12;19;22.39;67;0;26.61;7.46;10;0.145;7.0352;3.89
17361269;2022-01-13 11:22:47;1;13;2022;11;22;47;22.43;67;0;26.59;7.64;11;0.15;7.0342;3.89
17361388;2022-01-13 11:28:08;1;13;2022;11;28;8;22.39;68;0;26.56;7.53;10;0.147;7.0346;3.89
17361504;2022-01-13 11:33:33;1;13;2022;11;33;33;22.27;69;0;26.56;7.55;10;0.148;7.034;3.89
17361616;2022-01-13 11:38:47;1;13;2022;11;38;47;22.06;70;0;26.61;7.55;10;0.147;7.0338;3.89
17361727;2022-01-13 11:44:02;1;13;2022;11;44;2;21.87;71;0;26.54;7.46;10;0.146;7.0338;3.89
17361840;2022-01-13 11:49:16;1;13;2022;11;49;16;21.77;71;0;26.56;7.48;10;0.146;7.033;3.89
17361952;2022-01-13 11:54:30;1;13;2022;11;54;30;21.75;71;0;26.56;7.5;10;0.147;7.0327;3.89
17362061;2022-01-13 11:59:43;1;13;2022;11;59;43;21.68;71;0;26.49;7.66;10;0.151;7.032;3.89
17362407;2022-01-13 12:15:37;1;13;2022;12;15;37;21.28;74;0;26.44;7.59;10;0.15;7.0312;3.89
17362516;2022-01-13 12:20:51;1;13;2022;12;20;51;21.08;75;0;26.44;7.59;10;0.15;7.0307;3.89
17362742;2022-01-13 12:31:25;1;13;2022;12;31;25;21.03;75;0;26.36;7.5;10;0.148;7.0297;3.89
17362854;2022-01-13 12:36:39;1;13;2022;12;36;39;20.88;76;0;26.36;7.57;10;0.15;7.0296;3.89
17362957;2022-01-13 12:41:53;1;13;2022;12;41;53;20.88;76;0;26.41;7.5;10;0.148;7.029;3.89
17363183;2022-01-13 12:52:53;1;13;2022;12;52;53;20.79;76;0;26.34;7.5;10;0.148;7.0278;3.89
17363292;2022-01-13 12:58:08;1;13;2022;12;58;8;21.03;75;0;26.31;7.55;10;0.15;7.0271;3.89
17363498;2022-01-13 13:08:43;1;13;2022;13;8;43;20.91;76;0;26.24;7.53;10;0.15;7.0267;3.89
17363595;2022-01-13 13:13:57;1;13;2022;13;13;57;20.66;77;0;26.24;7.64;10;0.152;7.0263;3.89
17363814;2022-01-13 13:24:32;1;13;2022;13;24;32;20.55;77;0;26.22;7.57;10;0.151;7.0255;3.89
17363922;2022-01-13 13:29:46;1;13;2022;13;29;46;20.53;78;0;26.22;7.69;10;0.154;7.0249;3.89
17364029;2022-01-13 13:35:01;1;13;2022;13;35;1;20.33;79;0;26.17;7.5;10;0.15;7.0247;3.89
17364136;2022-01-13 13:40:15;1;13;2022;13;40;15;20.4;79;0;26.14;7.62;10;0.153;7.0244;3.89
17364244;2022-01-13 13:45:30;1;13;2022;13;45;30;20.31;80;0;26.14;7.5;10;0.15;7.0236;3.89
17364571;2022-01-13 14:01:19;1;13;2022;14;1;19;20.39;80;0;26.09;7.57;10;0.152;7.0223;3.89
17364666;2022-01-13 14:06:34;1;13;2022;14;6;34;20.35;80;0;26.04;7.53;10;0.152;7.0221;3.89
17365022;2022-01-13 14:22:30;1;13;2022;14;22;30;20.2;81;0;26.02;7.53;10;0.152;7.0208;3.89
17365143;2022-01-13 14:27:44;1;13;2022;14;27;44;20.16;82;0;25.94;7.5;10;0.152;7.0202;3.89
17365247;2022-01-13 14:32:59;1;13;2022;14;32;59;20.3;82;0;26.02;7.69;10;0.155;7.0195;3.89
17365461;2022-01-13 14:43:34;1;13;2022;14;43;34;20.14;83;0;25.92;7.5;10;0.152;7.0188;3.89
17365684;2022-01-13 14:54:03;1;13;2022;14;54;3;19.86;85;0;25.89;7.62;10;0.155;7.0183;3.89
17365790;2022-01-13 14:59:18;1;13;2022;14;59;18;19.74;85;0;25.87;7.55;10;0.153;7.0177;3.89
17365906;2022-01-13 15:04:33;1;13;2022;15;4;33;19.72;86;0;25.87;7.5;10;0.152;7.017;3.89
17366021;2022-01-13 15:09:48;1;13;2022;15;9;48;19.72;86;0;25.87;7.53;10;0.153;7.0166;3.89
17366254;2022-01-13 15:20:24;1;13;2022;15;20;24;19.77;86;0;25.79;7.53;10;0.154;7.0154;3.89
17366364;2022-01-13 15:25:38;1;13;2022;15;25;38;19.83;86;0;25.79;7.46;10;0.152;7.0147;3.89
17366484;2022-01-13 15:30:53;1;13;2022;15;30;53;19.74;86;0;25.77;7.57;10;0.155;7.0144;3.89
17366603;2022-01-13 15:36:08;1;13;2022;15;36;8;19.59;86;0;25.74;7.5;10;0.153;7.0141;3.89
17366837;2022-01-13 15:46:38;1;13;2022;15;46;38;19.45;87;0;25.72;7.46;10;0.153;7.013;3.89
17366953;2022-01-13 15:51:53;1;13;2022;15;51;53;19.7;86;0;25.67;7.57;10;0.155;7.0121;3.89
17367076;2022-01-13 15:57:08;1;13;2022;15;57;8;19.89;85;0;25.67;7.5;10;0.154;7.0117;3.89
17367197;2022-01-13 16:02:23;1;13;2022;16;2;23;19.82;85;0;25.64;7.44;10;0.153;7.0112;3.89
17367328;2022-01-13 16:07:38;1;13;2022;16;7;38;19.79;85;0;25.62;7.35;10;0.151;7.0109;3.89
17367566;2022-01-13 16:18:14;1;13;2022;16;18;14;19.9;84;0;25.59;7.5;10;0.155;7.0102;3.89
17367687;2022-01-13 16:23:28;1;13;2022;16;23;28;19.85;84;0;25.57;7.57;10;0.156;7.0095;3.89
17367809;2022-01-13 16:28:43;1;13;2022;16;28;43;19.89;84;0;25.54;7.57;10;0.157;7.0096;3.89
17368032;2022-01-13 16:39:13;1;13;2022;16;39;13;19.68;84;0;25.52;7.59;10;0.157;7.009;3.89
17368397;2022-01-13 16:55:10;1;13;2022;16;55;10;19.35;86;0;25.47;7.48;10;0.155;7.0081;3.89
17368644;2022-01-13 17:05:46;1;13;2022;17;5;46;19.46;86;0;25.44;7.46;10;0.155;7.0075;3.89
17368769;2022-01-13 17:11:01;1;13;2022;17;11;1;19.23;87;0;25.44;7.55;10;0.157;7.0073;3.89
17369012;2022-01-13 17:21:38;1;13;2022;17;21;38;19.44;87;0;25.37;7.59;10;0.158;7.0063;3.89
17369257;2022-01-13 17:32:08;1;13;2022;17;32;8;19.36;87;0;25.37;7.57;10;0.158;7.0058;3.89
17369607;2022-01-13 17:48:05;1;13;2022;17;48;5;19.52;87;0;25.32;7.5;10;0.157;7.0043;3.89
17369721;2022-01-13 17:53:20;1;13;2022;17;53;20;19.54;87;0;25.32;7.57;10;0.158;7.0038;3.89
17369833;2022-01-13 17:58:35;1;13;2022;17;58;35;19.72;86;0;25.27;7.44;10;0.156;7.0031;3.89
17370072;2022-01-13 18:09:20;1;13;2022;18;9;20;19.58;87;0;25.27;7.59;10;0.159;7.0027;3.89
17370077;2022-01-13 18:09:30;1;13;2022;18;9;30;19.58;87;0;25.27;7.59;10;0.159;7.0027;3.89
17370433;2022-01-13 18:25:51;1;13;2022;18;25;51;19.31;88;0;25.19;7.57;10;0.159;7.0021;3.89
17370540;2022-01-13 18:31:07;1;13;2022;18;31;7;19.07;88;0;25.19;7.48;10;0.157;7.0019;3.89
17370662;2022-01-13 18:36:23;1;13;2022;18;36;23;18.96;89;0;25.17;7.44;10;0.157;7.0015;3.89
17371011;2022-01-13 18:52:39;1;13;2022;18;52;39;18.7;90;0;25.17;7.62;10;0.161;7.0004;3.89
17371127;2022-01-13 18:57:54;1;13;2022;18;57;54;18.56;90;0;25.09;7.55;10;0.16;7.0002;3.89
17371240;2022-01-13 19:03:10;1;13;2022;19;3;10;18.34;91;0;25.12;7.57;10;0.16;6.9999;3.89
17371353;2022-01-13 19:08:25;1;13;2022;19;8;25;18.21;92;0;25.07;7.59;10;0.161;6.9994;3.89
17371622;2022-01-13 19:19:10;1;13;2022;19;19;10;18.36;91;0;25.07;7.55;10;0.16;6.9983;3.89
17371831;2022-01-13 19:29:47;1;13;2022;19;29;47;18.35;91;0;25.02;7.48;10;0.159;6.9975;3.89
17371948;2022-01-13 19:35:03;1;13;2022;19;35;3;18.41;91;0;25.02;7.48;10;0.159;6.9972;3.89
17372064;2022-01-13 19:40:19;1;13;2022;19;40;19;18.51;91;0;25.07;7.48;10;0.158;6.9967;3.89
17372175;2022-01-13 19:45:34;1;13;2022;19;45;34;18.57;90;0;25.02;7.53;10;0.16;6.9962;3.89
17372290;2022-01-13 19:50:50;1;13;2022;19;50;50;18.51;90;0;24.97;7.39;10;0.157;6.996;3.89
17372395;2022-01-13 19:56:06;1;13;2022;19;56;6;18.14;92;0;24.97;7.57;10;0.161;6.9961;3.89
17372725;2022-01-13 20:12:07;1;13;2022;20;12;7;18.05;93;0;24.94;7.5;10;0.16;6.9948;3.88
17372944;2022-01-13 20:22:45;1;13;2022;20;22;45;17.94;93;0;24.82;7.59;10;0.163;6.9942;3.88
17373160;2022-01-13 20:33:23;1;13;2022;20;33;23;17.88;94;0;24.84;7.55;10;0.162;6.9931;3.88
17373268;2022-01-13 20:38:39;1;13;2022;20;38;39;17.72;94;0;24.84;7.55;10;0.162;6.9929;3.88
17373379;2022-01-13 20:43:55;1;13;2022;20;43;55;17.63;94;0;24.84;7.5;10;0.161;6.9926;3.88
17373484;2022-01-13 20:49:11;1;13;2022;20;49;11;17.67;95;0;24.82;7.44;10;0.159;6.9921;3.88
17374142;2022-01-13 21:21:10;1;13;2022;21;21;10;18.61;91;0;24.74;7.39;10;0.159;6.9893;3.88
17374250;2022-01-13 21:26:26;1;13;2022;21;26;26;18.59;91;0;24.72;7.5;10;0.162;6.989;3.88
17374463;2022-01-13 21:37:03;1;13;2022;21;37;3;18.83;90;0;24.69;7.46;10;0.161;6.9885;3.88
17374574;2022-01-13 21:42:19;1;13;2022;21;42;19;19.04;89;0;24.69;7.48;10;0.161;6.9883;3.88
17374686;2022-01-13 21:47:34;1;13;2022;21;47;34;18.99;89;0;24.67;7.46;10;0.161;6.9881;3.88
17375101;2022-01-13 22:08:48;1;13;2022;22;8;48;19.11;88;0;24.64;7.48;10;0.162;6.9877;3.88
17375207;2022-01-13 22:14:03;1;13;2022;22;14;3;19.06;88;0;24.62;7.57;10;0.164;6.9874;3.88
17375324;2022-01-13 22:19:19;1;13;2022;22;19;19;19.17;88;0;24.62;7.57;10;0.164;6.9875;3.88
17375430;2022-01-13 22:24:34;1;13;2022;22;24;34;19.39;87;0;24.59;7.55;10;0.164;6.9869;3.88
17375541;2022-01-13 22:29:49;1;13;2022;22;29;49;19.47;86;0;24.57;7.55;10;0.164;6.9871;3.88
17375653;2022-01-13 22:35:04;1;13;2022;22;35;4;19.53;86;0;24.57;7.37;10;0.16;6.9877;3.88
17375768;2022-01-13 22:40:19;1;13;2022;22;40;19;19.52;86;0;24.54;7.5;10;0.163;6.987;3.88
17375991;2022-01-13 22:50:49;1;13;2022;22;50;49;19.42;87;0;24.52;7.46;10;0.162;6.9869;3.88
17376101;2022-01-13 22:56:05;1;13;2022;22;56;5;19.54;86;0;24.57;7.55;10;0.164;6.987;3.88
17376220;2022-01-13 23:01:20;1;13;2022;23;1;20;19.31;87;0;24.52;7.5;10;0.163;6.9867;3.88
17376439;2022-01-13 23:11:56;1;13;2022;23;11;56;19.27;87;29;24.49;7.53;10;0.164;6.987;3.88
17376546;2022-01-13 23:17:16;1;13;2022;23;17;16;19.13;88;63;24.47;7.35;9;0.16;6.9866;3.88
17376654;2022-01-13 23:22:32;1;13;2022;23;22;32;19.23;88;113;24.52;7.57;9;0.165;6.9866;3.88
17376761;2022-01-13 23:27:47;1;13;2022;23;27;47;19.17;88;185;24.44;7.48;10;0.163;6.9865;3.88
17376868;2022-01-13 23:33:02;1;13;2022;23;33;2;19.31;88;265;24.44;7.5;10;0.164;6.9861;3.88
17377088;2022-01-13 23:43:32;1;13;2022;23;43;32;19.61;87;480;24.39;7.35;10;0.161;6.9857;3.88
17377197;2022-01-13 23:48:47;1;13;2022;23;48;47;19.83;86;724;24.37;7.44;10;0.163;6.9855;3.88
17377307;2022-01-13 23:54:01;1;13;2022;23;54;1;20.03;85;826;24.39;7.46;10;0.163;6.9855;3.88
17377406;2022-01-13 23:59:16;1;13;2022;23;59;16;20.22;84;1021;24.37;7.46;9;0.164;6.985;3.88
17377614;2022-01-14 00:09:58;1;14;2022;0;9;58;20.61;83;1160;24.37;7.48;9;0.164;6.9852;3.88
17377722;2022-01-14 00:15:13;1;14;2022;0;15;13;20.77;83;1206;24.37;7.48;10;0.164;6.9848;3.88
17377833;2022-01-14 00:20:28;1;14;2022;0;20;28;20.93;82;1341;24.34;7.5;10;0.165;6.9847;3.88
17377937;2022-01-14 00:25:43;1;14;2022;0;25;43;21.08;82;1425;24.32;7.53;10;0.165;6.9852;3.88
17378170;2022-01-14 00:36:24;1;14;2022;0;36;24;21.19;82;1560;24.32;7.46;10;0.164;6.9856;3.89
17378275;2022-01-14 00:41:38;1;14;2022;0;41;38;20.99;82;1673;24.32;7.62;10;0.167;6.9861;3.89
17378502;2022-01-14 00:52:12;1;14;2022;0;52;12;21.95;79;1773;24.27;7.37;10;0.162;6.9855;3.89
17378614;2022-01-14 00:57:26;1;14;2022;0;57;26;22.06;79;1850;24.27;7.48;10;0.165;6.9858;3.9
17378727;2022-01-14 01:02:40;1;14;2022;1;2;40;21.96;79;1906;24.24;7.44;10;0.164;6.9862;3.9
17378847;2022-01-14 01:07:54;1;14;2022;1;7;54;22.32;78;4628;24.27;7.48;10;0.165;6.9856;3.9
17378959;2022-01-14 01:13:07;1;14;2022;1;13;7;22.75;76;3050;24.24;7.46;10;0.165;6.9858;3.9
17379071;2022-01-14 01:18:21;1;14;2022;1;18;21;23.08;74;2940;24.24;7.55;10;0.166;6.9863;3.9
17379295;2022-01-14 01:28:52;1;14;2022;1;28;52;23.5;72;4373;24.24;7.35;10;0.162;6.9869;3.9
17379402;2022-01-14 01:34:05;1;14;2022;1;34;5;23.57;73;5323;24.22;7.59;10;0.167;6.9876;3.9
17379516;2022-01-14 01:39:18;1;14;2022;1;39;18;23.76;72;8058;24.22;7.44;10;0.164;6.9875;3.91
17379629;2022-01-14 01:44:30;1;14;2022;1;44;30;24.14;71;9267;24.22;7.44;10;0.164;6.9882;3.91
17379744;2022-01-14 01:49:43;1;14;2022;1;49;43;24.49;71;10781;24.22;7.5;10;0.166;6.9888;3.91
17379972;2022-01-14 02:00:11;1;14;2022;2;0;11;24.27;70;7233;24.19;7.53;10;0.166;6.9896;3.93
17380088;2022-01-14 02:05:23;1;14;2022;2;5;23;24.51;69;9657;24.19;7.39;10;0.163;6.9919;3.95
17380202;2022-01-14 02:10:35;1;14;2022;2;10;35;25.16;68;8022;24.16;7.37;10;0.163;6.9914;3.96
17380411;2022-01-14 02:21:05;1;14;2022;2;21;5;25.38;66;8955;24.22;7.46;10;0.165;6.9888;3.98
17380642;2022-01-14 02:31:32;1;14;2022;2;31;32;25.37;67;13045;24.19;7.37;10;0.163;6.9892;3.98
17380754;2022-01-14 02:36:43;1;14;2022;2;36;43;26.02;64;10463;24.22;7.46;10;0.165;6.9904;3.99
17380864;2022-01-14 02:41:53;1;14;2022;2;41;53;25.81;65;12766;24.19;7.39;10;0.163;6.9919;4
17380977;2022-01-14 02:47:03;1;14;2022;2;47;3;25.86;65;9780;24.22;7.48;10;0.165;6.9917;4
17381087;2022-01-14 02:52:19;1;14;2022;2;52;19;26.54;65;9853;24.22;7.39;10;0.163;6.9897;4
17381313;2022-01-14 03:02:44;1;14;2022;3;2;44;25.98;65;13759;24.27;7.48;10;0.165;6.9977;4
17381868;2022-01-14 03:28:53;1;14;2022;3;28;53;27.8;60;11625;24.34;7.44;10;0.163;6.9962;4
17382094;2022-01-14 03:39:18;1;14;2022;3;39;18;28.28;60;12054;24.39;7.3;10;0.16;6.9976;4
17382214;2022-01-14 03:44:27;1;14;2022;3;44;27;27.79;61;5808;24.42;7.35;10;0.161;7.0061;3.94
17382325;2022-01-14 03:49:37;1;14;2022;3;49;37;26.13;64;5187;24.47;7.35;10;0.16;7.0097;3.94
17382742;2022-01-14 04:10:28;1;14;2022;4;10;28;25.71;67;4257;24.57;7.44;10;0.161;7.009;3.93
17382857;2022-01-14 04:15:39;1;14;2022;4;15;39;25.21;68;5968;24.59;7.32;10;0.159;7.0097;3.94
17382964;2022-01-14 04:20:51;1;14;2022;4;20;51;25.32;68;14592;24.62;7.39;10;0.16;6.9992;4
17383075;2022-01-14 04:26:02;1;14;2022;4;26;2;27.26;63;14689;24.67;7.39;10;0.16;6.9977;4
17383177;2022-01-14 04:31:13;1;14;2022;4;31;13;27.95;61;14296;24.72;7.37;10;0.159;7.0005;4
17383283;2022-01-14 04:36:23;1;14;2022;4;36;23;28.24;60;13625;24.74;7.39;10;0.159;7.0005;4
17383501;2022-01-14 04:46:48;1;14;2022;4;46;48;27.96;60;13229;24.82;7.44;10;0.159;7.0068;4
17383708;2022-01-14 04:57:12;1;14;2022;4;57;12;26.66;64;7774;24.89;7.44;10;0.159;7.0058;3.96
17383806;2022-01-14 05:02:22;1;14;2022;5;2;22;26.54;65;11983;24.92;7.5;10;0.16;7.0052;4
17383901;2022-01-14 05:07:33;1;14;2022;5;7;33;27;62;4150;24.94;7.35;10;0.157;7.0158;3.92
17384007;2022-01-14 05:12:56;1;14;2022;5;12;56;26.72;63;4257;24.97;7.5;10;0.16;7.0156;3.92
17384316;2022-01-14 05:28:37;1;14;2022;5;28;37;27.55;60;12120;25.07;7.44;10;0.157;7.0069;4
17384434;2022-01-14 05:33:48;1;14;2022;5;33;48;29.27;56;12454;25.09;7.39;10;0.156;7.0076;4
17384535;2022-01-14 05:38:57;1;14;2022;5;38;57;29.64;54;13728;25.17;7.37;10;0.155;7.0093;4
17384844;2022-01-14 05:54:34;1;14;2022;5;54;34;28.2;55;3772;25.24;7.32;10;0.153;7.0246;3.92
