Identificator;Date;Month;Day;Year;Hour;Minute;Second;Temperature;Relative_humidity;Light;Soil_temperature;Permittivity;Electroconductivity;Volumetric_water_content;Diameter;Battery_voltage
17190637;2022-01-07 23:15:12;1;7;2022;23;15;12;17.74;88;155;24.32;8.52;17;0.186;6.2256;3.87
17190848;2022-01-07 23:26:02;1;7;2022;23;26;2;17.88;88;460;24.29;8.63;17;0.188;6.2261;3.87
17190955;2022-01-07 23:31:23;1;7;2022;23;31;23;17.97;88;637;24.29;8.66;17;0.189;6.2262;3.87
17191185;2022-01-07 23:42:15;1;7;2022;23;42;15;18.13;87;992;24.24;8.66;17;0.189;6.2265;3.87
17191304;2022-01-07 23:47:41;1;7;2022;23;47;41;18.4;87;1134;24.32;8.66;17;0.189;6.2272;3.87
17191528;2022-01-07 23:58:37;1;7;2022;23;58;37;18.87;85;1393;24.24;8.85;17;0.193;6.2278;3.88
17191638;2022-01-08 00:03:58;1;8;2022;0;3;58;19.11;85;1494;24.22;8.82;17;0.193;6.2284;3.88
17191878;2022-01-08 00:14:45;1;8;2022;0;14;45;19.62;83;1682;24.22;8.59;17;0.188;6.2291;3.88
17191980;2022-01-08 00:20:06;1;8;2022;0;20;6;19.87;82;1744;24.22;8.94;17;0.195;6.2295;3.88
17192323;2022-01-08 00:36:16;1;8;2022;0;36;16;20.55;79;1948;24.16;8.49;17;0.186;6.2307;3.89
17192437;2022-01-08 00:41:36;1;8;2022;0;41;36;20.72;79;1980;24.14;8.85;17;0.194;6.2312;3.89
17192553;2022-01-08 00:46:55;1;8;2022;0;46;55;21.01;78;2045;24.11;8.73;17;0.192;6.2318;3.89
17192781;2022-01-08 00:57:39;1;8;2022;0;57;39;21.54;76;2146;24.11;8.87;17;0.194;6.2335;3.89
17193009;2022-01-08 01:08:28;1;8;2022;1;8;28;22.34;74;2221;24.11;8.87;17;0.194;6.2355;3.9
17193119;2022-01-08 01:13:46;1;8;2022;1;13;46;22.72;73;2251;24.09;8.56;17;0.188;6.2365;3.9
17193231;2022-01-08 01:19:04;1;8;2022;1;19;4;23.06;71;2273;24.06;8.9;17;0.195;6.2379;3.9
17193452;2022-01-08 01:29:40;1;8;2022;1;29;40;23.61;69;2351;24.04;8.85;17;0.194;6.2401;3.9
17193679;2022-01-08 01:40:21;1;8;2022;1;40;21;24.31;67;2516;24.04;8.68;17;0.191;6.2436;3.9
17193904;2022-01-08 01:51:02;1;8;2022;1;51;2;24.74;66;2415;24.04;8.97;17;0.197;6.2472;3.9
17194007;2022-01-08 01:56:19;1;8;2022;1;56;19;25.19;66;2401;24.01;8.73;17;0.192;6.2487;3.9
17194124;2022-01-08 02:01:35;1;8;2022;2;1;35;25.46;63;2447;24.01;8.8;17;0.194;6.2501;3.9
17194224;2022-01-08 02:06:52;1;8;2022;2;6;52;25.61;63;2456;24.01;8.61;17;0.19;6.2518;3.9
17194340;2022-01-08 02:12:08;1;8;2022;2;12;8;25.43;64;2834;24.04;8.75;17;0.193;6.2535;3.9
17194559;2022-01-08 02:22:40;1;8;2022;2;22;40;25.66;63;2447;23.99;8.75;17;0.193;6.2564;3.9
17194664;2022-01-08 02:27:56;1;8;2022;2;27;56;25.62;64;2443;24.04;8.66;17;0.191;6.2581;3.9
17194771;2022-01-08 02:33:12;1;8;2022;2;33;12;25.87;63;2443;24.01;8.66;17;0.191;6.2594;3.9
17195090;2022-01-08 02:49:12;1;8;2022;2;49;12;26.4;61;2463;23.99;8.8;18;0.194;6.2641;3.91
17195198;2022-01-08 02:54:27;1;8;2022;2;54;27;26.49;60;2491;23.99;9.02;19;0.198;6.2649;3.91
17195294;2022-01-08 02:59:43;1;8;2022;2;59;43;26.48;60;2526;23.94;9.29;21;0.204;6.2656;3.91
17195803;2022-01-08 03:26:24;1;8;2022;3;26;24;27.52;58;6655;24.01;9.92;25;0.215;6.2729;3.89
17196413;2022-01-08 03:58:19;1;8;2022;3;58;19;29;56;28112;24.01;10.73;25;0.23;6.2824;3.89
17196628;2022-01-08 04:08:51;1;8;2022;4;8;51;29.3;56;28811;24.04;11.01;24;0.235;6.2839;3.89
17196733;2022-01-08 04:14:05;1;8;2022;4;14;5;29.73;56;29909;24.06;11.16;24;0.237;6.2845;3.89
17196935;2022-01-08 04:24:38;1;8;2022;4;24;38;30.34;55;29802;24.11;11.25;23;0.238;6.2875;3.89
17197039;2022-01-08 04:29:56;1;8;2022;4;29;56;30.75;55;30123;24.14;11.33;23;0.24;6.2911;3.89
17197140;2022-01-08 04:35:10;1;8;2022;4;35;10;30.38;55;29891;24.14;11.33;22;0.24;6.2915;3.89
17197330;2022-01-08 04:45:42;1;8;2022;4;45;42;29.91;55;30484;24.16;11.1;21;0.235;6.2918;3.88
17197422;2022-01-08 04:50:56;1;8;2022;4;50;56;30.78;55;30285;24.22;11.16;21;0.236;6.2923;3.88
17197610;2022-01-08 05:01:21;1;8;2022;5;1;21;30.48;55;30943;24.27;10.9;20;0.231;6.2909;3.89
17197703;2022-01-08 05:06:35;1;8;2022;5;6;35;29.58;55;31380;24.32;11.07;20;0.234;6.2879;3.89
17197808;2022-01-08 05:11:48;1;8;2022;5;11;48;29.73;56;31119;24.24;10.93;20;0.232;6.2892;3.88
17197917;2022-01-08 05:17:02;1;8;2022;5;17;2;29.96;55;33797;24.32;10.7;20;0.227;6.2882;3.89
17198026;2022-01-08 05:22:21;1;8;2022;5;22;21;30.23;55;32084;24.34;10.53;19;0.224;6.2885;3.88
17198123;2022-01-08 05:27:34;1;8;2022;5;27;34;30.21;55;8197;24.37;10.56;19;0.224;6.2876;3.94
17198211;2022-01-08 05:32:48;1;8;2022;5;32;48;30.02;55;7163;24.42;10.96;19;0.231;6.2879;3.92
17198318;2022-01-08 05:38:08;1;8;2022;5;38;8;29.68;56;31940;24.42;10.59;19;0.225;6.2864;3.89
17198424;2022-01-08 05:43:21;1;8;2022;5;43;21;30.28;55;32726;24.47;10.45;19;0.222;6.2883;3.89
17198604;2022-01-08 05:53:47;1;8;2022;5;53;47;30.76;55;31091;24.52;10.78;18;0.227;6.2877;3.89
17198906;2022-01-08 06:09:36;1;8;2022;6;9;36;30.9;55;36519;24.62;10.9;18;0.229;6.2912;3.89
17199009;2022-01-08 06:14:49;1;8;2022;6;14;49;31.05;54;13885;24.69;10.48;18;0.221;6.2896;3.89
17199109;2022-01-08 06:20:02;1;8;2022;6;20;2;29.76;56;8924;24.67;10.73;18;0.225;6.2865;3.89
17199312;2022-01-08 06:30:53;1;8;2022;6;30;53;28.47;58;8340;24.77;10.59;18;0.222;6.2826;3.88
17199415;2022-01-08 06:36:07;1;8;2022;6;36;7;28.48;58;34300;24.79;10.73;18;0.225;6.2825;3.88
17199612;2022-01-08 06:46:42;1;8;2022;6;46;42;29.72;56;8660;24.84;10.4;18;0.218;6.2819;3.88
17199713;2022-01-08 06:51:56;1;8;2022;6;51;56;29.8;57;28296;24.87;10.67;17;0.223;6.2864;3.88
17200016;2022-01-08 07:07:46;1;8;2022;7;7;46;30.07;56;11190;24.97;10.34;17;0.216;6.2852;3.88
17200119;2022-01-08 07:13:00;1;8;2022;7;13;0;31.04;56;23962;24.99;10.65;17;0.222;6.291;3.88
17200212;2022-01-08 07:18:17;1;8;2022;7;18;17;31.31;55;20983;25.02;10.7;17;0.223;6.2919;3.88
17200311;2022-01-08 07:23:30;1;8;2022;7;23;30;31.69;54;19987;25.07;10.48;17;0.218;6.295;3.88
17200412;2022-01-08 07:28:42;1;8;2022;7;28;42;31.65;54;19954;25.04;10.29;17;0.215;6.296;3.88
17200814;2022-01-08 07:49:42;1;8;2022;7;49;42;30.51;55;12766;25.22;10.56;17;0.219;6.2973;3.91
17200914;2022-01-08 07:54:56;1;8;2022;7;54;56;30.56;55;4760;25.24;10.13;17;0.211;6.2972;3.9
17201015;2022-01-08 08:00:10;1;8;2022;8;0;10;30.41;55;3273;25.24;10.53;17;0.218;6.2968;3.9
17201337;2022-01-08 08:16:16;1;8;2022;8;16;16;29.72;56;3692;25.32;10.67;16;0.22;6.291;3.91
17201739;2022-01-08 08:37:22;1;8;2022;8;37;22;29.51;57;3418;25.52;10.34;16;0.213;6.2863;3.9
17201843;2022-01-08 08:42:37;1;8;2022;8;42;37;28.79;57;2436;25.47;10.73;16;0.22;6.2842;3.9
17201960;2022-01-08 08:47:52;1;8;2022;8;47;52;28.55;58;2196;25.47;10.1;16;0.208;6.2834;3.89
17202063;2022-01-08 08:53:07;1;8;2022;8;53;7;28.73;57;2708;25.52;10.42;16;0.214;6.2823;3.9
17202182;2022-01-08 08:58:22;1;8;2022;8;58;22;28.3;58;2365;25.52;10.29;16;0.212;6.2802;3.9
17202300;2022-01-08 09:03:42;1;8;2022;9;3;42;28.21;58;2303;25.59;10.51;16;0.215;6.2794;3.9
17202407;2022-01-08 09:08:56;1;8;2022;9;8;56;28.39;58;2219;25.59;10.37;16;0.213;6.2788;3.9
17202526;2022-01-08 09:14:17;1;8;2022;9;14;17;28.64;58;2126;25.59;10.4;16;0.213;6.2774;3.9
17202868;2022-01-08 09:30:06;1;8;2022;9;30;6;28.09;59;1888;25.64;10.4;15;0.213;6.2743;3.9
17202972;2022-01-08 09:35:20;1;8;2022;9;35;20;27.71;60;1813;25.67;10.51;15;0.215;6.2737;3.9
17203091;2022-01-08 09:40:35;1;8;2022;9;40;35;27.6;61;1742;25.64;10.21;15;0.209;6.2729;3.9
17203208;2022-01-08 09:45:50;1;8;2022;9;45;50;27.49;60;1643;25.69;10;16;0.205;6.2721;3.9
17203436;2022-01-08 09:56:26;1;8;2022;9;56;26;27.04;61;1462;25.72;10.08;16;0.206;6.2706;3.89
17203661;2022-01-08 10:07:03;1;8;2022;10;7;3;26.7;62;1209;25.72;10.02;15;0.205;6.2688;3.89
17204005;2022-01-08 10:22:56;1;8;2022;10;22;56;26.12;65;726;25.74;10.18;15;0.208;6.2664;3.89
17204240;2022-01-08 10:33:53;1;8;2022;10;33;53;25.63;67;352;25.74;10.48;15;0.214;6.2644;3.89
17204358;2022-01-08 10:39:10;1;8;2022;10;39;10;25.45;68;198;25.77;10;15;0.204;6.2634;3.89
17204603;2022-01-08 10:49:49;1;8;2022;10;49;49;25.14;69;33;25.77;10;15;0.204;6.2616;3.89
17204716;2022-01-08 10:55:06;1;8;2022;10;55;6;24.99;70;7;25.77;10.37;15;0.211;6.2606;3.89
17204834;2022-01-08 11:00:23;1;8;2022;11;0;23;24.92;70;0;25.72;10.45;15;0.213;6.2596;3.89
17205188;2022-01-08 11:16:27;1;8;2022;11;16;27;24.53;72;0;25.77;10.21;15;0.208;6.2569;3.89
17205303;2022-01-08 11:21:45;1;8;2022;11;21;45;24.4;73;0;25.77;9.89;15;0.202;6.2563;3.89
17205433;2022-01-08 11:27:02;1;8;2022;11;27;2;24.34;73;0;25.77;10.42;15;0.212;6.2554;3.89
17205671;2022-01-08 11:37:49;1;8;2022;11;37;49;24.03;74;0;25.77;10.05;15;0.205;6.2537;3.89
17205787;2022-01-08 11:43:06;1;8;2022;11;43;6;23.87;75;0;25.72;10.13;15;0.207;6.253;3.89
17206027;2022-01-08 11:53:58;1;8;2022;11;53;58;23.5;76;0;25.74;9.95;15;0.204;6.2512;3.89
17206386;2022-01-08 12:09:58;1;8;2022;12;9;58;23.16;78;0;25.72;10.32;15;0.211;6.2489;3.89
17206508;2022-01-08 12:15:16;1;8;2022;12;15;16;23.05;78;0;25.72;10;15;0.205;6.2482;3.89
17206642;2022-01-08 12:20:35;1;8;2022;12;20;35;22.96;79;0;25.74;9.84;15;0.202;6.2472;3.89
17206762;2022-01-08 12:25:53;1;8;2022;12;25;53;22.83;80;0;25.72;10.05;15;0.206;6.2466;3.89
17206879;2022-01-08 12:31:12;1;8;2022;12;31;12;22.7;80;0;25.77;9.87;15;0.202;6.246;3.89
17207000;2022-01-08 12:36:30;1;8;2022;12;36;30;22.65;81;0;25.72;10.32;15;0.211;6.2453;3.89
17207620;2022-01-08 13:03:30;1;8;2022;13;3;30;22.26;82;0;25.67;10.4;14;0.213;6.242;3.89
17207743;2022-01-08 13:08:49;1;8;2022;13;8;49;22.22;82;0;25.67;10.24;15;0.21;6.2415;3.89
17207868;2022-01-08 13:14:08;1;8;2022;13;14;8;22.24;82;0;25.59;10.05;15;0.207;6.241;3.89
17207988;2022-01-08 13:19:27;1;8;2022;13;19;27;22.18;82;0;25.67;10.26;15;0.21;6.2406;3.89
17208111;2022-01-08 13:24:46;1;8;2022;13;24;46;22.07;83;0;25.64;10.26;15;0.21;6.2399;3.89
17208228;2022-01-08 13:30:05;1;8;2022;13;30;5;22.01;83;0;25.64;10.13;15;0.208;6.2395;3.89
17208339;2022-01-08 13:35:29;1;8;2022;13;35;29;21.95;83;0;25.62;10.26;15;0.21;6.2391;3.88
17208464;2022-01-08 13:40:48;1;8;2022;13;40;48;21.91;83;0;25.62;10.32;15;0.212;6.2388;3.88
17208835;2022-01-08 13:56:58;1;8;2022;13;56;58;21.84;83;0;25.54;9.87;15;0.204;6.2377;3.88
17208961;2022-01-08 14:02:17;1;8;2022;14;2;17;21.79;83;0;25.59;10.13;14;0.208;6.2373;3.88
17209319;2022-01-08 14:18:28;1;8;2022;14;18;28;21.65;84;0;25.54;9.82;14;0.203;6.2364;3.88
17209432;2022-01-08 14:23:47;1;8;2022;14;23;47;21.65;84;0;25.57;9.92;14;0.204;6.2363;3.88
17209666;2022-01-08 14:34:32;1;8;2022;14;34;32;21.68;84;0;25.52;10.26;14;0.211;6.2359;3.88
17209924;2022-01-08 14:45:17;1;8;2022;14;45;17;21.8;84;0;25.52;9.84;14;0.203;6.2361;3.88
17210031;2022-01-08 14:50:36;1;8;2022;14;50;36;21.88;83;0;25.52;10.13;14;0.209;6.2356;3.88
17210151;2022-01-08 14:55:56;1;8;2022;14;55;56;21.78;84;0;25.49;9.87;14;0.204;6.2351;3.88
17210612;2022-01-08 15:17:31;1;8;2022;15;17;31;21.48;85;0;25.44;10.26;14;0.212;6.2345;3.88
17210744;2022-01-08 15:22:51;1;8;2022;15;22;51;21.46;85;0;25.42;10.21;14;0.211;6.2343;3.88
17210864;2022-01-08 15:28:10;1;8;2022;15;28;10;21.48;85;0;25.42;10.18;14;0.21;6.2342;3.88
17211117;2022-01-08 15:38:55;1;8;2022;15;38;55;21.59;85;0;25.42;10.29;14;0.212;6.2344;3.88
17211236;2022-01-08 15:44:14;1;8;2022;15;44;14;21.68;84;0;25.42;10.16;14;0.21;6.2344;3.88
17211693;2022-01-08 16:05:50;1;8;2022;16;5;50;21.49;85;0;25.32;9.76;14;0.203;6.2334;3.88
17211807;2022-01-08 16:11:09;1;8;2022;16;11;9;21.43;85;0;25.34;9.79;14;0.203;6.2336;3.88
17211917;2022-01-08 16:16:29;1;8;2022;16;16;29;21.46;85;0;25.34;9.79;14;0.203;6.2335;3.88
17212259;2022-01-08 16:32:33;1;8;2022;16;32;33;21.91;83;0;25.32;10.24;14;0.212;6.2342;3.88
17212369;2022-01-08 16:37:52;1;8;2022;16;37;52;21.97;82;0;25.32;9.92;14;0.206;6.234;3.88
17212602;2022-01-08 16:48:37;1;8;2022;16;48;37;21.94;82;0;25.27;9.92;14;0.206;6.2343;3.88
17212714;2022-01-08 16:53:56;1;8;2022;16;53;56;21.89;83;0;25.27;10.13;14;0.21;6.2341;3.88
17212821;2022-01-08 16:59:15;1;8;2022;16;59;15;21.87;83;0;25.27;9.76;14;0.203;6.2344;3.88
17212936;2022-01-08 17:04:34;1;8;2022;17;4;34;21.94;83;0;25.27;9.71;14;0.202;6.2346;3.88
17213048;2022-01-08 17:09:53;1;8;2022;17;9;53;22.05;82;0;25.24;9.87;14;0.206;6.2349;3.88
17213405;2022-01-08 17:25:56;1;8;2022;17;25;56;22.17;82;0;25.22;10;14;0.208;6.235;3.88
17213644;2022-01-08 17:36:40;1;8;2022;17;36;40;22.01;82;0;25.22;9.87;14;0.206;6.2347;3.88
17213758;2022-01-08 17:41:59;1;8;2022;17;41;59;21.84;83;0;25.22;10.08;14;0.21;6.2346;3.88
17213884;2022-01-08 17:47:18;1;8;2022;17;47;18;21.77;83;0;25.22;10.21;14;0.212;6.2347;3.88
17213997;2022-01-08 17:52:37;1;8;2022;17;52;37;21.81;83;0;25.19;9.79;14;0.204;6.235;3.88
17214124;2022-01-08 17:58:09;1;8;2022;17;58;9;21.88;83;0;25.19;9.66;14;0.202;6.2353;3.88
17214129;2022-01-08 17:58:19;1;8;2022;17;58;19;21.88;83;0;25.19;9.66;14;0.202;6.2353;3.88
17214244;2022-01-08 18:03:57;1;8;2022;18;3;57;21.91;83;0;25.19;10.18;14;0.212;6.2351;3.88
17214358;2022-01-08 18:09:16;1;8;2022;18;9;16;21.88;83;0;25.14;9.69;14;0.203;6.235;3.88
17214728;2022-01-08 18:25:20;1;8;2022;18;25;20;21.93;83;0;25.12;10.08;14;0.21;6.2353;3.88
17214845;2022-01-08 18:30:39;1;8;2022;18;30;39;21.93;83;0;25.14;10.08;14;0.21;6.2354;3.88
17215086;2022-01-08 18:41:23;1;8;2022;18;41;23;21.93;83;0;25.12;9.69;14;0.203;6.2355;3.88
17215404;2022-01-08 18:57:33;1;8;2022;18;57;33;21.91;83;0;25.09;9.74;14;0.204;6.2355;3.88
17215710;2022-01-08 19:13:36;1;8;2022;19;13;36;21.89;84;0;25.07;9.74;14;0.204;6.2355;3.88
17215808;2022-01-08 19:18:55;1;8;2022;19;18;55;21.87;84;0;25.07;9.71;14;0.204;6.2357;3.88
17215907;2022-01-08 19:24:14;1;8;2022;19;24;14;21.84;84;0;25.09;10.13;14;0.212;6.2356;3.88
17216212;2022-01-08 19:40:24;1;8;2022;19;40;24;21.64;85;0;25.02;10.1;14;0.212;6.2352;3.88
17216309;2022-01-08 19:45:43;1;8;2022;19;45;43;21.61;85;0;25.04;9.59;14;0.202;6.235;3.88
17216411;2022-01-08 19:51:02;1;8;2022;19;51;2;21.61;85;0;25.02;10.16;14;0.213;6.235;3.88
17216510;2022-01-08 19:56:21;1;8;2022;19;56;21;21.52;85;0;25.02;9.74;14;0.205;6.2347;3.88
17216774;2022-01-08 20:07:05;1;8;2022;20;7;5;21.45;86;0;24.94;9.84;14;0.207;6.2349;3.88
17216982;2022-01-08 20:17:50;1;8;2022;20;17;50;21.48;86;0;25.02;10.08;14;0.211;6.2347;3.88
17217080;2022-01-08 20:23:09;1;8;2022;20;23;9;21.5;86;0;24.97;10.1;14;0.212;6.2346;3.88
17217285;2022-01-08 20:33:54;1;8;2022;20;33;54;21.38;86;0;24.97;9.84;13;0.207;6.2338;3.88
17217384;2022-01-08 20:39:14;1;8;2022;20;39;14;21.24;86;0;24.97;9.69;13;0.204;6.2338;3.88
17217485;2022-01-08 20:44:33;1;8;2022;20;44;33;21.18;87;0;25.02;9.79;13;0.206;6.2337;3.88
17217588;2022-01-08 20:49:53;1;8;2022;20;49;53;21.18;87;0;24.94;9.95;13;0.209;6.2339;3.88
17217909;2022-01-08 21:06:11;1;8;2022;21;6;11;21.3;87;0;24.92;10.16;13;0.213;6.234;3.88
17218003;2022-01-08 21:11:36;1;8;2022;21;11;36;21.29;87;0;24.82;9.87;13;0.209;6.2338;3.88
17218109;2022-01-08 21:16:56;1;8;2022;21;16;56;21.25;87;0;24.89;9.84;13;0.208;6.2338;3.88
17218321;2022-01-08 21:27:41;1;8;2022;21;27;41;21.27;87;0;24.92;9.64;13;0.204;6.2338;3.88
17218434;2022-01-08 21:33:00;1;8;2022;21;33;0;21.27;87;0;24.92;9.76;13;0.206;6.2337;3.88
17218877;2022-01-08 21:54:47;1;8;2022;21;54;47;21.15;88;0;24.89;9.79;13;0.207;6.2334;3.88
17219094;2022-01-08 22:05:33;1;8;2022;22;5;33;21.21;88;0;24.84;9.69;13;0.205;6.2335;3.88
17219188;2022-01-08 22:10:53;1;8;2022;22;10;53;21.2;88;0;24.87;10.02;13;0.211;6.2334;3.88
17219291;2022-01-08 22:16:12;1;8;2022;22;16;12;21.16;88;0;24.87;9.56;13;0.202;6.2331;3.88
17219400;2022-01-08 22:21:32;1;8;2022;22;21;32;21.07;88;0;24.84;10;13;0.211;6.2327;3.88
17219519;2022-01-08 22:26:58;1;8;2022;22;26;58;21.01;88;0;24.84;9.66;13;0.204;6.233;3.88
17219625;2022-01-08 22:32:18;1;8;2022;22;32;18;21.04;88;0;24.82;9.76;13;0.207;6.2332;3.88
17219736;2022-01-08 22:37:38;1;8;2022;22;37;38;21.09;88;0;24.82;9.64;13;0.204;6.2331;3.88
17219965;2022-01-08 22:48:17;1;8;2022;22;48;17;21.02;88;0;24.84;9.79;13;0.207;6.2325;3.88
17220073;2022-01-08 22:53:37;1;8;2022;22;53;37;20.94;88;0;24.82;9.69;13;0.205;6.2324;3.88
17220387;2022-01-08 23:09:48;1;8;2022;23;9;48;20.7;89;57;24.79;9.82;13;0.208;6.2318;3.88
17220488;2022-01-08 23:15:08;1;8;2022;23;15;8;20.64;89;121;24.79;9.59;13;0.203;6.2319;3.88
17220605;2022-01-08 23:20:28;1;8;2022;23;20;28;20.61;89;233;24.77;9.95;13;0.21;6.2319;3.87
17220800;2022-01-08 23:31:13;1;8;2022;23;31;13;20.58;90;539;24.77;10.1;13;0.213;6.2318;3.87
17221032;2022-01-08 23:41:59;1;8;2022;23;41;59;20.73;90;1069;24.77;9.76;13;0.207;6.232;3.87
17221133;2022-01-08 23:47:19;1;8;2022;23;47;19;20.87;90;1434;24.74;9.69;13;0.206;6.2326;3.88
17221242;2022-01-08 23:52:38;1;8;2022;23;52;38;21.05;89;1669;24.74;10.02;13;0.212;6.2329;3.88
17221350;2022-01-08 23:57:57;1;8;2022;23;57;57;21.36;89;2760;24.74;9.64;13;0.205;6.2335;3.9
17221451;2022-01-09 00:03:16;1;9;2022;0;3;16;21.88;87;3457;24.74;9.64;13;0.205;6.2343;3.9
17221565;2022-01-09 00:08:35;1;9;2022;0;8;35;22.34;85;3383;24.72;10.02;13;0.212;6.2346;3.9
17221673;2022-01-09 00:13:54;1;9;2022;0;13;54;22.96;83;3493;24.72;9.69;13;0.206;6.2353;3.9
17221774;2022-01-09 00:19:12;1;9;2022;0;19;12;23.44;81;3852;24.72;10.02;13;0.212;6.2356;3.9
17221879;2022-01-09 00:24:30;1;9;2022;0;24;30;23.86;79;4376;24.72;9.59;13;0.204;6.2359;3.91
17222089;2022-01-09 00:35:05;1;9;2022;0;35;5;24.1;78;5834;24.72;9.56;13;0.203;6.2369;3.92
17222200;2022-01-09 00:40:23;1;9;2022;0;40;23;24.28;78;6186;24.72;9.74;13;0.207;6.2382;3.92
17222295;2022-01-09 00:45:40;1;9;2022;0;45;40;24.44;77;6121;24.72;9.76;13;0.207;6.2394;3.92
17222806;2022-01-09 00:56:38;1;9;2022;0;56;38;24.6;77;5542;24.67;9.56;13;0.204;6.2416;3.92
17222911;2022-01-09 01:01:55;1;9;2022;1;1;55;25.04;75;5901;24.69;9.51;13;0.203;6.2437;3.92
17223014;2022-01-09 01:07:12;1;9;2022;1;7;12;24.97;75;6376;24.67;9.66;13;0.206;6.2441;3.92
17223117;2022-01-09 01:12:28;1;9;2022;1;12;28;24.9;74;4641;24.67;9.89;13;0.21;6.2449;3.91
17223228;2022-01-09 01:17:45;1;9;2022;1;17;45;24.99;75;4403;24.67;10.1;13;0.214;6.2461;3.91
17223448;2022-01-09 01:28:18;1;9;2022;1;28;18;25.22;73;5331;24.64;10.02;13;0.213;6.2473;3.91
17223559;2022-01-09 01:33:34;1;9;2022;1;33;34;24.84;75;5585;24.67;9.46;13;0.202;6.2478;3.92
17223906;2022-01-09 01:49:35;1;9;2022;1;49;35;24.99;74;8691;24.64;9.48;13;0.202;6.2497;3.95
17224012;2022-01-09 01:54:51;1;9;2022;1;54;51;24.94;75;6436;24.72;9.61;13;0.204;6.2505;3.92
17224013;2022-01-09 01:54:57;1;9;2022;1;54;57;24.94;75;6436;24.72;9.61;13;0.204;6.2505;3.92
17224122;2022-01-09 02:00:25;1;9;2022;2;0;25;24.99;74;6626;24.67;9.61;13;0.205;6.2508;3.93
17224238;2022-01-09 02:05:53;1;9;2022;2;5;53;24.88;74;5729;24.64;10.08;13;0.214;6.2511;3.92
17224348;2022-01-09 02:11:20;1;9;2022;2;11;20;24.85;74;6413;24.67;10.05;13;0.213;6.2517;3.93
17224583;2022-01-09 02:22:04;1;9;2022;2;22;4;25.12;74;5904;24.67;9.51;13;0.203;6.2528;3.93
17224702;2022-01-09 02:27:21;1;9;2022;2;27;21;25.4;73;10234;24.67;9.89;13;0.21;6.2539;3.97
17224820;2022-01-09 02:32:37;1;9;2022;2;32;37;25.57;72;8495;24.67;9.69;13;0.206;6.2543;3.95
17225046;2022-01-09 02:43:15;1;9;2022;2;43;15;25.65;71;11370;24.67;10.05;13;0.213;6.2562;3.97
17225269;2022-01-09 02:53:53;1;9;2022;2;53;53;26.66;70;12230;24.64;9.46;13;0.202;6.2592;3.97
17225383;2022-01-09 02:59:08;1;9;2022;2;59;8;26.66;68;7964;24.67;9.66;13;0.206;6.2588;3.92
17225495;2022-01-09 03:04:24;1;9;2022;3;4;24;26.38;70;8459;24.64;9.87;13;0.21;6.259;3.96
17225710;2022-01-09 03:14:54;1;9;2022;3;14;54;26.99;67;12648;24.69;9.95;13;0.211;6.2611;3.97
17225830;2022-01-09 03:20:09;1;9;2022;3;20;9;27.06;68;10271;24.67;9.43;13;0.201;6.2619;3.97
17225943;2022-01-09 03:25:24;1;9;2022;3;25;24;27.41;67;10538;24.69;9.61;13;0.205;6.2631;3.96
17226056;2022-01-09 03:30:39;1;9;2022;3;30;39;27.05;67;10570;24.67;9.43;13;0.201;6.2629;3.96
17226170;2022-01-09 03:35:54;1;9;2022;3;35;54;27.27;66;10826;24.69;10.02;13;0.212;6.2643;3.97
17226389;2022-01-09 03:46:30;1;9;2022;3;46;30;26.32;70;9191;24.69;9.56;13;0.204;6.2636;3.95
17226501;2022-01-09 03:51:45;1;9;2022;3;51;45;26.48;69;7711;24.69;9.95;13;0.211;6.2637;3.94
17226827;2022-01-09 04:07:38;1;9;2022;4;7;38;26.15;69;7454;24.69;9.61;13;0.205;6.2628;3.94
17226954;2022-01-09 04:12:53;1;9;2022;4;12;53;26.08;70;7343;24.74;9.41;13;0.2;6.2631;3.93
17227064;2022-01-09 04:18:09;1;9;2022;4;18;9;26.03;70;5639;24.69;9.43;13;0.201;6.2623;3.92
17227182;2022-01-09 04:23:25;1;9;2022;4;23;25;25.92;71;6949;24.72;9.95;13;0.211;6.2624;3.93
17227288;2022-01-09 04:28:41;1;9;2022;4;28;41;25.86;70;7013;24.74;9.51;13;0.202;6.262;3.93
17227412;2022-01-09 04:33:57;1;9;2022;4;33;57;27.04;68;11585;24.72;9.54;13;0.203;6.2672;3.96
17227526;2022-01-09 04:39:12;1;9;2022;4;39;12;27.43;66;11688;24.74;9.79;13;0.208;6.266;3.88
17227641;2022-01-09 04:44:27;1;9;2022;4;44;27;27.28;66;22224;24.77;9.89;13;0.209;6.2668;3.88
17227763;2022-01-09 04:49:42;1;9;2022;4;49;42;29.24;62;35407;24.79;9.56;13;0.203;6.2729;3.88
17228455;2022-01-09 05:22:12;1;9;2022;5;22;12;27.55;67;11063;24.84;9.66;13;0.204;6.2698;3.88
17228565;2022-01-09 05:27:26;1;9;2022;5;27;26;27.29;67;11383;24.82;9.87;13;0.209;6.2689;3.88
17228662;2022-01-09 05:32:41;1;9;2022;5;32;41;26.91;68;10579;24.84;9.38;13;0.199;6.2682;3.88
17228837;2022-01-09 05:43:17;1;9;2022;5;43;17;27.52;67;5857;24.87;9.38;13;0.199;6.2693;3.92
17229050;2022-01-09 05:53:53;1;9;2022;5;53;53;27.47;68;11455;24.84;9.95;13;0.21;6.2691;3.88
