Identificator;Date;Month;Day;Year;Hour;Minute;Second;Temperature;Relative_humidity;Vapor_Pressure_Deficit;Light;Soil_temperature;Permittivity;Electroconductivity;Volumetric_water_content;Diameter;Photosynthetically_Active_Radiation;Battery_voltage
17595780;2022-01-21 03:47:02;1;21;2022;3;47;2;28.57;67;1.29;32064;23.99;9.43;49;0.206;12.691;1781.33;3.9
17596250;2022-01-21 04:08:18;1;21;2022;4;8;18;30.16;61;1.67;34833;24.01;9.69;49;0.211;12.688;1935.17;3.9
17596364;2022-01-21 04:13:32;1;21;2022;4;13;32;30.19;60;1.72;34749;24.01;9.59;48;0.209;12.6874;1930.5;3.9
17596597;2022-01-21 04:24:07;1;21;2022;4;24;7;30.57;59;1.8;34759;24.01;9.56;49;0.208;12.6879;1931.06;3.9
17596711;2022-01-21 04:29:21;1;21;2022;4;29;21;30.74;58;1.86;46561;24.06;9.64;49;0.21;12.6877;2586.72;3.9
17596942;2022-01-21 04:39:55;1;21;2022;4;39;55;30.74;58;1.86;35936;24.06;9.48;49;0.207;12.6883;1996.44;3.9
17597063;2022-01-21 04:45:09;1;21;2022;4;45;9;30.25;58;1.81;35396;24.11;9.56;49;0.208;12.689;1966.44;3.9
17597401;2022-01-21 05:01:02;1;21;2022;5;1;2;30.13;58;1.8;30924;24.14;9.59;49;0.208;12.69;1718;3.9
17597519;2022-01-21 05:06:17;1;21;2022;5;6;17;30.46;57;1.87;34094;24.11;9.56;49;0.208;12.6904;1894.11;3.9
17597766;2022-01-21 05:16:51;1;21;2022;5;16;51;30.17;57;1.84;29215;24.22;9.64;48;0.208;12.6903;1623.06;3.9
17597883;2022-01-21 05:22:06;1;21;2022;5;22;6;30.04;57;1.83;11242;24.24;9.56;49;0.207;12.6922;624.56;3.9
17598001;2022-01-21 05:27:20;1;21;2022;5;27;20;30.19;57;1.84;10861;24.27;9.59;49;0.207;12.6917;603.39;3.9
17598251;2022-01-21 05:38:03;1;21;2022;5;38;3;29.46;59;1.69;11229;24.32;9.56;47;0.206;12.6932;623.83;3.9
17598364;2022-01-21 05:43:18;1;21;2022;5;43;18;29.38;58;1.72;7438;24.34;9.51;49;0.205;12.6941;413.22;3.9
17598604;2022-01-21 05:53:54;1;21;2022;5;53;54;29.85;58;1.77;35460;24.42;9.56;49;0.206;12.6955;1970;3.9
17598833;2022-01-21 06:04:29;1;21;2022;6;4;29;30.65;56;1.94;7045;24.47;9.51;49;0.204;12.6949;391.39;3.9
17599088;2022-01-21 06:15:12;1;21;2022;6;15;12;30.59;56;1.93;9792;24.54;9.61;49;0.206;12.6958;544;3.9
17599328;2022-01-21 06:25:47;1;21;2022;6;25;47;30.19;56;1.89;5613;24.59;9.54;49;0.204;12.6974;311.83;3.9
17599447;2022-01-21 06:31:02;1;21;2022;6;31;2;30.2;55;1.93;5473;24.62;9.54;49;0.204;12.6978;304.06;3.9
17599561;2022-01-21 06:36:17;1;21;2022;6;36;17;30.06;56;1.87;22942;24.67;9.56;49;0.204;12.6982;1274.56;3.9
17599800;2022-01-21 06:46:46;1;21;2022;6;46;46;30.67;55;1.98;28743;24.72;9.54;49;0.203;12.6987;1596.83;3.9
17599919;2022-01-21 06:52:00;1;21;2022;6;52;0;31.15;55;2.04;8315;24.74;9.54;49;0.203;12.6984;461.94;3.9
17600032;2022-01-21 06:57:14;1;21;2022;6;57;14;31.21;54;2.09;6581;24.77;9.56;49;0.203;12.6985;365.61;3.92
17600157;2022-01-21 07:02:29;1;21;2022;7;2;29;30.56;54;2.02;10807;24.82;9.71;49;0.206;12.7003;600.39;3.9
17600283;2022-01-21 07:07:43;1;21;2022;7;7;43;30.3;54;1.99;5654;24.87;9.51;48;0.201;12.7011;314.11;3.93
17600514;2022-01-21 07:18:21;1;21;2022;7;18;21;30.38;54;1.99;6402;24.92;9.48;49;0.2;12.7026;355.67;3.9
17600624;2022-01-21 07:23:36;1;21;2022;7;23;36;30.67;55;1.98;4738;24.92;9.46;48;0.2;12.7017;263.22;3.93
17600748;2022-01-21 07:28:51;1;21;2022;7;28;51;30.89;54;2.05;18268;24.92;9.54;48;0.202;12.7003;1014.89;3.94
17600986;2022-01-21 07:39:42;1;21;2022;7;39;42;31.73;52;2.25;23361;25.02;9.51;49;0.2;12.6977;1297.83;3.9
17601095;2022-01-21 07:44:56;1;21;2022;7;44;56;32.32;52;2.32;22035;25.07;9.59;48;0.202;12.6977;1224.17;3.9
17601210;2022-01-21 07:50:09;1;21;2022;7;50;9;32.48;51;2.39;21723;25.07;9.54;48;0.201;12.6974;1206.83;3.9
17601312;2022-01-21 07:55:22;1;21;2022;7;55;22;32.57;50;2.46;20676;25.07;9.43;48;0.198;12.6972;1148.67;3.9
17601428;2022-01-21 08:00:34;1;21;2022;8;0;34;32.58;50;2.46;19993;25.12;9.41;48;0.198;12.6958;1110.72;3.9
17601527;2022-01-21 08:05:47;1;21;2022;8;5;47;33.03;50;2.52;19504;25.12;9.56;49;0.201;12.6953;1083.56;3.9
17601635;2022-01-21 08:11:06;1;21;2022;8;11;6;32.78;50;2.48;19082;25.17;9.36;48;0.196;12.6948;1060.11;3.9
17601736;2022-01-21 08:16:28;1;21;2022;8;16;28;33.37;49;2.62;20055;25.17;9.43;48;0.198;12.6925;1114.17;3.9
17601829;2022-01-21 08:21:51;1;21;2022;8;21;51;33.73;48;2.72;19335;25.22;9.46;48;0.198;12.6926;1074.17;3.9
17602006;2022-01-21 08:32:15;1;21;2022;8;32;15;30.61;52;2.11;2514;25.27;9.48;48;0.198;12.7028;139.67;3.91
17602096;2022-01-21 08:37:28;1;21;2022;8;37;28;29.66;54;1.91;14535;25.27;9.51;47;0.199;12.7071;807.5;3.9
17602206;2022-01-21 08:42:42;1;21;2022;8;42;42;30.6;54;2.02;13266;25.32;9.36;49;0.195;12.7062;737;3.9
17602305;2022-01-21 08:47:56;1;21;2022;8;47;56;31.3;53;2.15;10963;25.34;9.48;48;0.197;12.7048;609.06;3.9
17602418;2022-01-21 08:53:10;1;21;2022;8;53;10;31.61;51;2.28;10126;25.37;9.51;48;0.198;12.7034;562.56;3.9
17602525;2022-01-21 08:58:23;1;21;2022;8;58;23;31.58;51;2.28;2381;25.39;9.33;49;0.194;12.7014;132.28;3.9
17602630;2022-01-21 09:03:37;1;21;2022;9;3;37;30.69;52;2.12;2987;25.42;9.36;48;0.195;12.705;165.94;3.92
17602735;2022-01-21 09:08:51;1;21;2022;9;8;51;30.6;53;2.06;7826;25.44;9.54;48;0.198;12.7066;434.78;3.9
17602836;2022-01-21 09:14:05;1;21;2022;9;14;5;31.22;52;2.18;6108;25.47;9.46;48;0.196;12.7053;339.33;3.95
17603055;2022-01-21 09:24:32;1;21;2022;9;24;32;30.27;54;1.98;3119;25.49;9.46;48;0.196;12.7078;173.28;3.95
17603160;2022-01-21 09:29:47;1;21;2022;9;29;47;30.2;54;1.97;2372;25.54;9.46;47;0.196;12.7074;131.78;3.93
17603264;2022-01-21 09:35:01;1;21;2022;9;35;1;30.19;54;1.97;2811;25.54;9.38;49;0.194;12.7082;156.17;3.92
17603367;2022-01-21 09:40:15;1;21;2022;9;40;15;29.93;54;1.94;4390;25.59;9.51;47;0.196;12.7099;243.89;3.93
17603470;2022-01-21 09:45:29;1;21;2022;9;45;29;29.98;55;1.91;3983;25.59;9.41;48;0.194;12.7104;221.28;3.93
17603565;2022-01-21 09:50:43;1;21;2022;9;50;43;30.36;55;1.95;1828;25.67;9.43;48;0.194;12.7104;101.56;3.92
17603664;2022-01-21 09:55:58;1;21;2022;9;55;58;30.31;54;1.99;1817;25.64;9.38;48;0.193;12.7108;100.94;3.92
17603765;2022-01-21 10:01:12;1;21;2022;10;1;12;29.91;55;1.9;1687;25.67;9.43;48;0.194;12.7119;93.72;3.92
17603876;2022-01-21 10:06:33;1;21;2022;10;6;33;29.66;55;1.87;1328;25.72;9.54;48;0.196;12.7133;73.78;3.92
17604302;2022-01-21 10:27:52;1;21;2022;10;27;52;28.03;59;1.55;655;25.77;9.48;49;0.194;12.7217;36.39;3.9
17604416;2022-01-21 10:33:08;1;21;2022;10;33;8;27.53;60;1.47;468;25.79;9.48;48;0.194;12.7241;26;3.9
17604529;2022-01-21 10:38:23;1;21;2022;10;38;23;27.06;61;1.4;314;25.82;9.36;48;0.192;12.7262;17.44;3.9
17604633;2022-01-21 10:43:39;1;21;2022;10;43;39;26.64;62;1.33;189;25.82;9.43;48;0.193;12.7285;10.5;3.9
17604740;2022-01-21 10:49:02;1;21;2022;10;49;2;26.23;63;1.26;96;25.82;9.46;47;0.194;12.7305;5.33;3.9
17604836;2022-01-21 10:54:19;1;21;2022;10;54;19;25.84;64;1.2;40;25.82;9.61;48;0.197;12.7324;2.22;3.9
17604954;2022-01-21 10:59:42;1;21;2022;10;59;42;25.5;65;1.14;11;25.84;9.46;48;0.193;;0.61;3.9
17605170;2022-01-21 11:10:28;1;21;2022;11;10;28;24.77;68;1;0;25.89;9.43;48;0.193;12.7377;0;3.9
17605287;2022-01-21 11:15:45;1;21;2022;11;15;45;24.44;69;0.95;0;25.89;9.43;48;0.193;12.7391;0;3.9
17605510;2022-01-21 11:26:27;1;21;2022;11;26;27;24.01;71;0.87;0;25.92;9.41;48;0.192;12.7413;0;3.9
17605834;2022-01-21 11:42:33;1;21;2022;11;42;33;23.56;74;0.76;0;25.94;9.33;47;0.19;12.7437;0;3.9
17606064;2022-01-21 11:53:35;1;21;2022;11;53;35;23.37;75;0.72;0;25.94;9.43;48;0.192;12.7448;0;3.9
17606278;2022-01-21 12:04:18;1;21;2022;12;4;18;23.09;76;0.68;0;25.94;9.48;47;0.193;12.746;0;3.9
17606383;2022-01-21 12:09:36;1;21;2022;12;9;36;22.98;77;0.65;0;25.94;9.33;48;0.19;12.7466;0;3.9
17606496;2022-01-21 12:15:01;1;21;2022;12;15;1;22.97;78;0.62;0;25.94;9.51;47;0.194;12.7469;0;3.9
17606599;2022-01-21 12:20:20;1;21;2022;12;20;20;22.94;78;0.62;0;25.94;9.36;48;0.191;12.7471;0;3.9
17606704;2022-01-21 12:25:39;1;21;2022;12;25;39;22.86;79;0.59;0;25.94;9.41;49;0.192;12.7474;0;3.9
17606811;2022-01-21 12:31:02;1;21;2022;12;31;2;22.81;79;0.58;0;25.94;9.41;48;0.192;12.7477;0;3.9
17606919;2022-01-21 12:36:27;1;21;2022;12;36;27;22.77;79;0.58;0;25.94;9.48;48;0.193;12.748;0;3.9
17607020;2022-01-21 12:41:46;1;21;2022;12;41;46;22.7;80;0.55;0;25.94;9.38;49;0.191;12.7481;0;3.9
17607119;2022-01-21 12:47:10;1;21;2022;12;47;10;22.66;80;0.55;0;25.94;9.54;48;0.194;12.7483;0;3.9
17607326;2022-01-21 12:57:59;1;21;2022;12;57;59;22.53;81;0.52;0;25.92;9.41;48;0.192;12.7486;0;3.9
17607428;2022-01-21 13:03:18;1;21;2022;13;3;18;22.51;81;0.52;0;25.92;9.38;47;0.191;12.7488;0;3.9
17607540;2022-01-21 13:08:37;1;21;2022;13;8;37;22.54;81;0.52;0;25.92;9.48;48;0.193;12.7488;0;3.9
17607648;2022-01-21 13:13:55;1;21;2022;13;13;55;22.57;82;0.49;0;25.92;9.46;48;0.193;12.7488;0;3.9
17607752;2022-01-21 13:19:14;1;21;2022;13;19;14;22.53;82;0.49;0;25.92;9.43;48;0.192;12.7486;0;3.9
17607860;2022-01-21 13:24:33;1;21;2022;13;24;33;22.5;82;0.49;0;25.89;9.41;48;0.192;12.7487;0;3.9
17607970;2022-01-21 13:29:51;1;21;2022;13;29;51;22.49;82;0.49;0;25.92;9.48;47;0.193;12.7487;0;3.9
17608070;2022-01-21 13:35:10;1;21;2022;13;35;10;22.41;82;0.49;0;25.89;9.46;48;0.193;12.7485;0;3.9
17608161;2022-01-21 13:40:29;1;21;2022;13;40;29;22.26;83;0.46;0;25.89;9.56;48;0.195;12.7487;0;3.9
17608464;2022-01-21 13:56:32;1;21;2022;13;56;32;21.84;84;0.42;0;25.87;9.51;48;0.194;12.7497;0;3.9
17608570;2022-01-21 14:01:51;1;21;2022;14;1;51;21.77;85;0.39;0;25.84;9.59;48;0.196;12.7499;0;3.9
17608669;2022-01-21 14:07:10;1;21;2022;14;7;10;21.68;85;0.39;0;25.84;9.46;48;0.193;12.7501;0;3.9
17608765;2022-01-21 14:12:29;1;21;2022;14;12;29;21.58;85;0.39;0;25.84;9.54;49;0.195;12.7503;0;3.9
17608974;2022-01-21 14:23:21;1;21;2022;14;23;21;21.49;86;0.36;0;25.82;9.43;48;0.193;12.7506;0;3.9
17609198;2022-01-21 14:34:12;1;21;2022;14;34;12;21.49;86;0.36;0;25.82;9.33;48;0.191;12.7506;0;3.9
17609408;2022-01-21 14:44:51;1;21;2022;14;44;51;21.5;86;0.36;0;25.77;9.36;47;0.192;12.7502;0;3.9
17609625;2022-01-21 14:55:50;1;21;2022;14;55;50;21.37;87;0.33;0;25.74;9.33;49;0.192;12.7502;0;3.9
17609722;2022-01-21 15:01:09;1;21;2022;15;1;9;21.29;87;0.33;0;25.74;9.41;47;0.193;12.7504;0;3.9
17609817;2022-01-21 15:06:28;1;21;2022;15;6;28;21.25;88;0.3;0;25.74;9.48;48;0.195;12.7504;0;3.9
17610009;2022-01-21 15:17:13;1;21;2022;15;17;13;21.34;88;0.3;0;25.72;9.48;47;0.195;12.7502;0;3.9
17610106;2022-01-21 15:22:32;1;21;2022;15;22;32;21.44;88;0.31;0;25.72;9.46;48;0.194;12.7499;0;3.9
17610210;2022-01-21 15:27:52;1;21;2022;15;27;52;21.43;88;0.31;0;25.72;9.56;47;0.196;12.7498;0;3.9
17610516;2022-01-21 15:44:02;1;21;2022;15;44;2;21.1;88;0.3;0;25.67;9.43;48;0.194;12.75;0;3.9
17610626;2022-01-21 15:49:21;1;21;2022;15;49;21;21;89;0.27;0;25.64;9.41;48;0.194;12.7503;0;3.9
17610827;2022-01-21 16:00:06;1;21;2022;16;0;6;20.83;89;0.27;0;25.62;9.38;47;0.193;12.7505;0;3.9
17611044;2022-01-21 16:10:52;1;21;2022;16;10;52;20.79;90;0.25;0;25.59;9.41;47;0.194;12.7508;0;3.9
17611146;2022-01-21 16:16:11;1;21;2022;16;16;11;20.72;90;0.24;0;25.57;9.41;48;0.194;12.7507;0;3.9
17611257;2022-01-21 16:21:31;1;21;2022;16;21;31;20.62;90;0.24;0;25.54;9.51;48;0.197;12.7509;0;3.9
17611454;2022-01-21 16:32:10;1;21;2022;16;32;10;20.39;91;0.22;0;25.54;9.36;48;0.194;12.7512;0;3.9
17611566;2022-01-21 16:37:30;1;21;2022;16;37;30;20.26;91;0.21;0;25.52;9.51;48;0.197;12.7516;0;3.9
17611673;2022-01-21 16:42:50;1;21;2022;16;42;50;20.17;92;0.19;0;25.52;9.56;48;0.198;12.7519;0;3.9
17611942;2022-01-21 16:48:10;1;21;2022;16;48;10;20.04;92;0.19;0;25.52;9.38;48;0.194;12.752;0;3.9
17612157;2022-01-21 16:53:29;1;21;2022;16;53;29;19.91;92;0.19;0;25.52;9.46;47;0.196;12.7521;0;3.9
17612255;2022-01-21 16:58:49;1;21;2022;16;58;49;19.82;92;0.18;0;25.49;9.43;48;0.195;12.7524;0;3.9
17612364;2022-01-21 17:04:09;1;21;2022;17;4;9;19.82;92;0.18;0;25.47;9.38;48;0.195;12.7525;0;3.9
17612588;2022-01-21 17:14:56;1;21;2022;17;14;56;19.91;92;0.19;0;25.42;9.38;48;0.195;;0;3.9
17612816;2022-01-21 17:25:53;1;21;2022;17;25;53;19.84;92;0.19;0;25.42;9.43;48;0.196;12.752;0;3.9
17612940;2022-01-21 17:31:13;1;21;2022;17;31;13;19.79;92;0.18;0;25.42;9.43;47;0.196;12.7518;0;3.9
17613054;2022-01-21 17:36:39;1;21;2022;17;36;39;19.7;93;0.16;0;25.42;9.36;48;0.195;12.7518;0;3.9
17613163;2022-01-21 17:42:11;1;21;2022;17;42;11;19.63;93;0.16;0;25.39;9.54;48;0.198;12.7518;0;3.9
17613270;2022-01-21 17:47:31;1;21;2022;17;47;31;19.67;93;0.16;0;25.39;9.31;48;0.194;12.7519;0;3.9
17613363;2022-01-21 17:52:51;1;21;2022;17;52;51;19.7;93;0.16;0;25.37;9.46;48;0.197;12.7518;0;3.9
17613594;2022-01-21 18:03:38;1;21;2022;18;3;38;19.58;93;0.16;0;25.34;9.38;48;0.195;12.7515;0;3.9
17613694;2022-01-21 18:08:58;1;21;2022;18;8;58;19.53;93;0.16;0;25.32;9.54;48;0.199;12.7517;0;3.9
17613897;2022-01-21 18:19:38;1;21;2022;18;19;38;19.42;94;0.14;0;25.32;9.41;48;0.196;12.7516;0;3.9
17614107;2022-01-21 18:30:32;1;21;2022;18;30;32;19.37;94;0.13;0;25.29;9.48;48;0.198;12.7516;0;3.9
17614213;2022-01-21 18:35:53;1;21;2022;18;35;53;19.37;95;0.11;0;25.27;9.43;48;0.197;12.7517;0;3.9
17614609;2022-01-21 18:57:31;1;21;2022;18;57;31;19.26;95;0.11;0;25.22;9.38;48;0.196;12.7519;0;3.9
17614712;2022-01-21 19:02:52;1;21;2022;19;2;52;19.23;95;0.11;0;25.22;9.54;47;0.199;12.7519;0;3.9
17615015;2022-01-21 19:19:14;1;21;2022;19;19;14;19.16;95;0.11;0;25.17;9.54;48;0.2;;0;3.89
17615115;2022-01-21 19:24:35;1;21;2022;19;24;35;19.13;95;0.11;0;25.17;9.43;48;0.198;12.7518;0;3.89
17615217;2022-01-21 19:29:55;1;21;2022;19;29;55;19.11;96;0.09;0;25.14;9.48;48;0.199;12.7517;0;3.89
17615315;2022-01-21 19:35:22;1;21;2022;19;35;22;19.09;96;0.09;0;25.14;9.43;48;0.198;12.7517;0;3.89
17615420;2022-01-21 19:40:43;1;21;2022;19;40;43;19.13;96;0.09;0;25.22;9.43;48;0.197;12.7517;0;3.89
17615614;2022-01-21 19:51:30;1;21;2022;19;51;30;19.15;96;0.09;0;25.09;9.48;48;0.199;12.7518;0;3.89
17615718;2022-01-21 19:56:50;1;21;2022;19;56;50;19.15;97;0.07;0;25.12;9.36;48;0.197;12.7517;0;3.89
17615914;2022-01-21 20:07:36;1;21;2022;20;7;36;19.13;97;0.07;0;25.07;9.38;48;0.197;12.7518;0;3.89
17616015;2022-01-21 20:12:57;1;21;2022;20;12;57;19.13;97;0.07;0;25.04;9.56;48;0.201;12.7518;0;3.89
17616121;2022-01-21 20:18:17;1;21;2022;20;18;17;19.13;97;0.07;0;25.04;9.41;47;0.198;12.7517;0;3.89
17616316;2022-01-21 20:29:04;1;21;2022;20;29;4;19.09;97;0.07;0;25.02;9.46;48;0.199;12.7516;0;3.89
17616417;2022-01-21 20:34:31;1;21;2022;20;34;31;19.07;97;0.07;0;25.02;9.46;48;0.199;12.7515;0;3.89
17616523;2022-01-21 20:39:52;1;21;2022;20;39;52;19.02;97;0.07;0;24.99;9.33;48;0.197;12.7514;0;3.89
17616627;2022-01-21 20:45:13;1;21;2022;20;45;13;18.99;97;0.07;0;24.97;9.38;48;0.198;12.7515;0;3.89
17616730;2022-01-21 20:50:33;1;21;2022;20;50;33;18.97;98;0.04;0;24.97;9.43;48;0.199;12.7516;0;3.89
17616935;2022-01-21 21:01:14;1;21;2022;21;1;14;18.95;98;0.04;0;24.94;9.46;48;0.2;12.7517;0;3.89
17617145;2022-01-21 21:12:06;1;21;2022;21;12;6;18.94;98;0.04;0;24.92;9.38;48;0.199;12.7515;0;3.89
17617246;2022-01-21 21:17:28;1;21;2022;21;17;28;18.89;98;0.04;0;24.82;9.36;48;0.199;12.7514;0;3.89
17617342;2022-01-21 21:22:48;1;21;2022;21;22;48;18.84;98;0.04;0;24.89;9.46;48;0.2;12.7514;0;3.89
17617439;2022-01-21 21:28:09;1;21;2022;21;28;9;18.8;98;0.04;0;24.89;9.46;48;0.2;12.7513;0;3.89
17617657;2022-01-21 21:38:56;1;21;2022;21;38;56;18.76;98;0.04;0;24.87;9.43;48;0.2;12.7514;0;3.89
17617761;2022-01-21 21:44:16;1;21;2022;21;44;16;18.73;98;0.04;0;24.84;9.41;48;0.2;12.7513;0;3.89
17617965;2022-01-21 21:54:58;1;21;2022;21;54;58;18.74;98;0.04;0;24.82;9.51;48;0.202;12.7512;0;3.89
17618074;2022-01-21 22:00:18;1;21;2022;22;0;18;18.74;98;0.04;0;24.82;9.51;48;0.202;;0;3.89
17618173;2022-01-21 22:05:39;1;21;2022;22;5;39;18.7;98;0.04;0;24.82;9.51;48;0.202;12.7512;0;3.89
17618278;2022-01-21 22:10:59;1;21;2022;22;10;59;18.68;98;0.04;0;24.77;9.46;48;0.201;12.7511;0;3.89
17618390;2022-01-21 22:16:20;1;21;2022;22;16;20;18.64;99;0.02;0;24.77;9.41;46;0.2;12.7511;0;3.89
17618719;2022-01-21 22:32:34;1;21;2022;22;32;34;18.59;99;0.02;0;24.74;9.51;47;0.202;12.7509;0;3.89
17619037;2022-01-21 22:48:50;1;21;2022;22;48;50;18.47;99;0.02;0;24.72;9.33;47;0.199;12.7509;0;3.89
17619264;2022-01-21 22:59:37;1;21;2022;22;59;37;18.4;99;0.02;0;24.72;9.38;50;0.2;12.7509;0;3.89
17619367;2022-01-21 23:04:58;1;21;2022;23;4;58;18.4;99;0.02;3;24.67;9.41;48;0.201;12.7508;0.17;3.89
17619479;2022-01-21 23:10:19;1;21;2022;23;10;19;18.37;99;0.02;24;24.67;9.46;48;0.202;12.7507;1.33;3.89
17619588;2022-01-21 23:15:39;1;21;2022;23;15;39;18.3;99;0.02;72;24.67;9.41;48;0.201;12.7505;4;3.89
17619693;2022-01-21 23:21:00;1;21;2022;23;21;0;18.12;98;0.04;151;24.67;9.54;48;0.203;12.7503;8.39;3.89
17619803;2022-01-21 23:26:21;1;21;2022;23;26;21;17.93;98;0.04;260;24.62;9.43;48;0.202;12.7502;14.44;3.88
17619913;2022-01-21 23:31:42;1;21;2022;23;31;42;17.82;98;0.04;389;24.67;9.51;48;0.203;12.7501;21.61;3.88
17620365;2022-01-21 23:53:36;1;21;2022;23;53;36;18.7;99;0.02;990;24.59;9.31;48;0.2;12.7487;55;3.89
17620471;2022-01-21 23:58:57;1;21;2022;23;58;57;18.87;98;0.04;1143;24.54;9.41;50;0.202;12.7481;63.5;3.89
17620580;2022-01-22 00:04:17;1;22;2022;0;4;17;19.09;99;0.02;1264;24.57;9.36;49;0.201;12.7475;70.22;3.89
17620698;2022-01-22 00:09:37;1;22;2022;0;9;37;19.32;98;0.04;1599;24.54;9.54;49;0.204;12.7467;88.83;3.89
17620802;2022-01-22 00:14:57;1;22;2022;0;14;57;19.51;98;0.05;1533;24.54;9.54;48;0.204;12.7459;85.17;3.89
17620904;2022-01-22 00:20:17;1;22;2022;0;20;17;19.66;98;0.05;1698;24.52;9.41;48;0.202;12.7449;94.33;3.9
17621018;2022-01-22 00:25:37;1;22;2022;0;25;37;19.83;97;0.07;1848;24.54;9.51;48;0.204;12.7436;102.67;3.9
17621228;2022-01-22 00:36:15;1;22;2022;0;36;15;20.13;97;0.07;2094;24.49;9.51;48;0.204;12.7407;116.33;3.91
17621337;2022-01-22 00:41:35;1;22;2022;0;41;35;20.54;96;0.1;2294;24.49;9.36;48;0.201;12.7387;127.44;3.91
17621451;2022-01-22 00:46:54;1;22;2022;0;46;54;20.95;95;0.12;2246;24.49;9.38;47;0.202;12.7367;124.78;3.91
17621663;2022-01-22 00:57:37;1;22;2022;0;57;37;21.39;93;0.18;2308;24.44;9.51;48;0.204;12.7315;128.22;3.92
17621773;2022-01-22 01:03:01;1;22;2022;1;3;1;21.49;92;0.21;2401;24.47;9.48;48;0.204;12.7292;133.39;3.92
17621885;2022-01-22 01:08:20;1;22;2022;1;8;20;21.65;92;0.21;2862;24.44;9.48;49;0.204;12.7267;159;3.92
17621991;2022-01-22 01:13:38;1;22;2022;1;13;38;21.82;91;0.24;2560;24.42;9.43;49;0.203;12.724;142.22;3.92
17622096;2022-01-22 01:18:56;1;22;2022;1;18;56;21.95;91;0.24;2620;24.42;9.33;48;0.201;;145.56;3.91
17622322;2022-01-22 01:29:39;1;22;2022;1;29;39;22.41;89;0.3;2776;24.39;9.43;48;0.203;12.7171;154.22;3.92
17622435;2022-01-22 01:34:57;1;22;2022;1;34;57;22.65;89;0.3;2883;24.39;9.38;48;0.202;12.7151;160.17;3.92
17622664;2022-01-22 01:45:57;1;22;2022;1;45;57;23.31;86;0.4;3402;24.37;9.48;48;0.204;12.7103;189;3.92
17622762;2022-01-22 01:51:15;1;22;2022;1;51;15;23.55;87;0.38;4066;24.34;9.46;48;0.204;12.7085;225.89;3.92
17622875;2022-01-22 01:56:38;1;22;2022;1;56;38;23.83;85;0.44;6040;24.34;9.36;47;0.202;12.7066;335.56;3.92
17622976;2022-01-22 02:01:56;1;22;2022;2;1;56;23.94;85;0.45;5174;24.34;9.48;46;0.205;12.7051;287.44;3.93
17623096;2022-01-22 02:07:13;1;22;2022;2;7;13;24.19;84;0.48;4297;24.34;9.43;48;0.204;12.7038;238.72;3.93
17623420;2022-01-22 02:23:25;1;22;2022;2;23;25;24.91;81;0.6;16793;24.32;9.38;46;0.203;12.6978;932.94;3.93
17623528;2022-01-22 02:28:41;1;22;2022;2;28;41;25.21;80;0.64;21180;24.32;9.38;48;0.203;12.6955;1176.67;3.94
17623644;2022-01-22 02:33:58;1;22;2022;2;33;58;25.38;78;0.71;21343;24.32;9.43;47;0.204;12.6931;1185.72;3.9
17624203;2022-01-22 03:00:44;1;22;2022;3;0;44;27.25;73;0.98;27136;24.27;9.43;48;0.204;12.6855;1507.56;3.9
17624314;2022-01-22 03:06:06;1;22;2022;3;6;6;27.41;71;1.06;29643;24.27;9.43;48;0.204;12.6855;1646.83;3.9
17624536;2022-01-22 03:16:55;1;22;2022;3;16;55;28.49;69;1.21;28497;24.27;9.51;48;0.206;12.6843;1583.17;3.9
17624751;2022-01-22 03:27:38;1;22;2022;3;27;38;29.56;66;1.41;29371;24.24;9.41;48;0.204;12.682;1631.72;3.9
17624980;2022-01-22 03:38:13;1;22;2022;3;38;13;29.85;62;1.6;29918;24.27;9.33;47;0.202;12.6803;1662.11;3.9
17625085;2022-01-22 03:43:28;1;22;2022;3;43;28;30.46;60;1.74;31474;24.27;9.31;48;0.202;12.6799;1748.56;3.9
17625410;2022-01-22 03:59:21;1;22;2022;3;59;21;31.33;57;1.97;32520;24.27;9.33;47;0.202;12.6786;1806.67;3.9
17625612;2022-01-22 04:09:47;1;22;2022;4;9;47;31.54;55;2.08;32559;24.29;9.31;47;0.202;12.6792;1808.83;3.9
17625819;2022-01-22 04:20:20;1;22;2022;4;20;20;31.73;54;2.15;33422;24.32;9.29;47;0.201;12.6815;1856.78;3.9
17625922;2022-01-22 04:25:34;1;22;2022;4;25;34;31.73;54;2.15;33372;24.32;9.41;47;0.203;12.6816;1854;3.9
17626025;2022-01-22 04:30:48;1;22;2022;4;30;48;31.68;53;2.19;33858;24.32;9.26;47;0.2;12.6822;1881;3.9
17626130;2022-01-22 04:36:02;1;22;2022;4;36;2;31.37;53;2.16;33909;24.34;9.43;47;0.204;12.683;1883.83;3.9
17626233;2022-01-22 04:41:16;1;22;2022;4;41;16;31.57;52;2.23;33838;24.37;9.24;47;0.2;12.6827;1879.89;3.9
17626458;2022-01-22 04:51:49;1;22;2022;4;51;49;31.92;51;2.32;34053;24.39;9.29;47;0.201;12.683;1891.83;3.9
17626669;2022-01-22 05:02:16;1;22;2022;5;2;16;32.56;50;2.45;33817;24.44;9.43;47;0.203;12.6837;1878.72;3.9
17626773;2022-01-22 05:07:30;1;22;2022;5;7;30;32.83;50;2.49;33685;24.47;9.36;47;0.201;12.6833;1871.39;3.9
