Identificator;Date;Month;Day;Year;Hour;Minute;Second;Temperature;Relative_humidity;Vapor_Pressure_Deficit;Light;Soil_temperature;Permittivity;Electroconductivity;Volumetric_water_content;Diameter;Photosynthetically_Active_Radiation;Battery_voltage
17230301;2022-01-09 06:57:04;1;9;2022;6;57;4;28.05;64;1.36;11742;25.02;9.33;12;0.197;6.2753;652.33;3.88
17230394;2022-01-09 07:02:19;1;9;2022;7;2;19;27.84;66;1.27;9744;25.04;9.43;12;0.199;6.2746;541.33;3.88
17230509;2022-01-09 07:07:34;1;9;2022;7;7;34;28.01;66;1.29;16343;25.07;9.46;12;0.199;6.2751;907.94;3.88
17230604;2022-01-09 07:12:50;1;9;2022;7;12;50;28.68;64;1.42;13151;25.07;9.31;12;0.196;6.2774;730.61;3.88
17230804;2022-01-09 07:23:24;1;9;2022;7;23;24;28.14;65;1.33;9986;25.12;9.33;12;0.196;6.2755;554.78;3.88
17230908;2022-01-09 07:28:39;1;9;2022;7;28;39;28.79;64;1.42;9234;25.12;9.89;12;0.207;6.2768;513;3.88
17231108;2022-01-09 07:39:08;1;9;2022;7;39;8;29.04;63;1.49;18843;25.14;9.46;12;0.198;6.2791;1046.83;3.88
17231300;2022-01-09 07:49:42;1;9;2022;7;49;42;28.56;62;1.48;11911;25.17;9.84;12;0.206;6.2847;661.72;3.92
17231490;2022-01-09 08:00:17;1;9;2022;8;0;17;29.08;61;1.57;10090;25.22;9.46;12;0.198;6.2892;560.56;3.88
17231689;2022-01-09 08:10:53;1;9;2022;8;10;53;27.5;64;1.32;4472;25.27;9.54;12;0.199;6.2822;248.44;3.91
17231897;2022-01-09 08:21:28;1;9;2022;8;21;28;27.64;64;1.33;4186;25.24;9.38;12;0.196;6.2821;232.56;3.91
17232092;2022-01-09 08:32:02;1;9;2022;8;32;2;28.16;62;1.45;4245;25.32;9.41;12;0.196;6.2838;235.83;3.91
17232204;2022-01-09 08:37:17;1;9;2022;8;37;17;27.81;63;1.38;4690;25.32;9.48;12;0.198;6.2822;260.56;3.92
17232299;2022-01-09 08:42:32;1;9;2022;8;42;32;27.68;62;1.41;2940;25.34;9.41;12;0.196;6.2807;163.33;3.9
17232502;2022-01-09 08:53:07;1;9;2022;8;53;7;27.38;63;1.35;3152;25.37;9.41;12;0.196;6.2783;175.11;3.9
17232703;2022-01-09 09:03:43;1;9;2022;9;3;43;26.93;65;1.24;3195;25.42;9.71;12;0.201;6.2754;177.5;3.9
17232924;2022-01-09 09:14:27;1;9;2022;9;14;27;26.66;67;1.15;3154;25.44;9.51;12;0.197;6.2727;175.22;3.9
17233140;2022-01-09 09:24:57;1;9;2022;9;24;57;26.76;66;1.2;2711;25.44;9.71;12;0.201;6.271;150.61;3.9
17233254;2022-01-09 09:30:13;1;9;2022;9;30;13;26.48;67;1.14;2212;25.47;9.29;12;0.193;6.2698;122.89;3.9
17233464;2022-01-09 09:40:49;1;9;2022;9;40;49;25.94;70;1;1906;25.47;9.61;12;0.199;6.268;105.89;3.9
17233570;2022-01-09 09:46:10;1;9;2022;9;46;10;25.93;70;1;2153;25.52;9.36;12;0.194;6.2671;119.61;3.9
17233674;2022-01-09 09:51:26;1;9;2022;9;51;26;25.84;69;1.03;2117;25.52;9.74;12;0.201;6.2664;117.61;3.9
17233783;2022-01-09 09:56:42;1;9;2022;9;56;42;25.76;69;1.03;1786;25.47;9.71;12;0.201;6.2657;99.22;3.89
17233987;2022-01-09 10:07:27;1;9;2022;10;7;27;25.27;70;0.97;1177;25.49;9.69;12;0.2;6.2641;65.39;3.89
17234193;2022-01-09 10:18:00;1;9;2022;10;18;0;24.84;72;0.88;882;25.54;9.48;12;0.196;6.2627;49;3.88
17234309;2022-01-09 10:23:17;1;9;2022;10;23;17;24.6;72;0.87;765;25.54;9.31;12;0.193;6.2616;42.5;3.88
17234409;2022-01-09 10:28:34;1;9;2022;10;28;34;24.46;73;0.83;541;25.54;9.38;12;0.194;6.2609;30.06;3.88
17234516;2022-01-09 10:33:51;1;9;2022;10;33;51;24.31;74;0.79;366;25.52;9.33;12;0.193;6.26;20.33;3.88
17234625;2022-01-09 10:39:08;1;9;2022;10;39;8;24.16;74;0.78;204;25.54;9.51;12;0.197;6.2593;11.33;3.88
17234743;2022-01-09 10:44:25;1;9;2022;10;44;25;24.01;75;0.75;93;25.52;9.31;12;0.193;6.2585;5.17;3.88
17234958;2022-01-09 10:55:07;1;9;2022;10;55;7;23.75;76;0.71;9;25.49;9.66;12;0.2;6.257;0.5;3.88
17235056;2022-01-09 11:00:24;1;9;2022;11;0;24;23.68;76;0.7;0;25.54;9.54;12;0.197;6.2563;0;3.88
17235279;2022-01-09 11:11:06;1;9;2022;11;11;6;23.55;76;0.7;0;25.54;9.29;12;0.192;6.2549;0;3.88
17235384;2022-01-09 11:16:24;1;9;2022;11;16;24;23.44;76;0.69;0;25.57;9.69;12;0.2;6.2542;0;3.88
17235486;2022-01-09 11:21:43;1;9;2022;11;21;43;23.38;76;0.69;0;25.57;9.51;12;0.196;6.2535;0;3.88
17235603;2022-01-09 11:27:01;1;9;2022;11;27;1;23.27;76;0.69;0;25.54;9.64;12;0.199;6.2528;0;3.88
17235826;2022-01-09 11:37:49;1;9;2022;11;37;49;23.35;76;0.69;0;25.57;9.64;12;0.199;6.2527;0;3.88
17235933;2022-01-09 11:43:08;1;9;2022;11;43;8;23.32;76;0.69;0;25.54;9.29;12;0.192;6.2523;0;3.88
17236039;2022-01-09 11:48:26;1;9;2022;11;48;26;23.3;76;0.69;0;25.57;9.21;12;0.19;6.2516;0;3.88
17236370;2022-01-09 12:04:33;1;9;2022;12;4;33;23.17;77;0.65;0;25.54;9.29;12;0.192;6.2503;0;3.88
17236479;2022-01-09 12:09:51;1;9;2022;12;9;51;23.01;78;0.62;0;25.54;9.41;12;0.195;6.2497;0;3.88
17236592;2022-01-09 12:15:10;1;9;2022;12;15;10;22.92;79;0.59;0;25.52;9.38;12;0.194;6.2493;0;3.88
17236709;2022-01-09 12:20:28;1;9;2022;12;20;28;22.9;79;0.59;0;25.54;9.71;12;0.2;6.249;0;3.88
17236920;2022-01-09 12:31:11;1;9;2022;12;31;11;22.82;79;0.58;0;25.52;9.29;12;0.192;6.248;0;3.88
17237021;2022-01-09 12:36:30;1;9;2022;12;36;30;22.8;79;0.58;0;25.52;9.26;12;0.192;6.2476;0;3.88
17237131;2022-01-09 12:41:48;1;9;2022;12;41;48;22.84;79;0.58;0;25.52;9.41;12;0.195;6.247;0;3.88
17237245;2022-01-09 12:47:07;1;9;2022;12;47;7;22.85;79;0.58;0;25.52;9.24;12;0.191;6.2469;0;3.88
17237472;2022-01-09 12:57:44;1;9;2022;12;57;44;22.69;80;0.55;0;25.52;9.21;12;0.191;6.2461;0;3.88
17237698;2022-01-09 13:08:33;1;9;2022;13;8;33;22.55;80;0.55;0;25.47;9.38;12;0.195;6.2454;0;3.88
17237809;2022-01-09 13:13:52;1;9;2022;13;13;52;22.62;80;0.55;0;25.49;9.71;12;0.201;6.2454;0;3.88
17237919;2022-01-09 13:19:11;1;9;2022;13;19;11;22.6;80;0.55;0;25.49;9.66;12;0.2;;0;3.88
17238027;2022-01-09 13:24:30;1;9;2022;13;24;30;22.62;80;0.55;0;25.52;9.54;12;0.197;6.2448;0;3.88
17238150;2022-01-09 13:29:49;1;9;2022;13;29;49;22.52;81;0.52;0;25.47;9.76;12;0.202;6.2443;0;3.88
17238268;2022-01-09 13:35:07;1;9;2022;13;35;7;22.52;80;0.55;0;25.49;9.48;12;0.196;6.244;0;3.88
17238385;2022-01-09 13:40:26;1;9;2022;13;40;26;22.46;81;0.52;0;25.44;9.66;12;0.2;6.2437;0;3.88
17238733;2022-01-09 13:56:29;1;9;2022;13;56;29;22.35;82;0.49;0;25.42;9.64;12;0.2;6.2431;0;3.88
17238845;2022-01-09 14:01:47;1;9;2022;14;1;47;22.38;82;0.49;0;25.42;9.61;12;0.199;6.2431;0;3.88
17238965;2022-01-09 14:07:12;1;9;2022;14;7;12;22.4;82;0.49;0;25.42;9.48;12;0.197;6.2428;0;3.88
17239080;2022-01-09 14:12:30;1;9;2022;14;12;30;22.46;82;0.49;0;25.44;9.26;12;0.192;6.2427;0;3.88
17239427;2022-01-09 14:28:59;1;9;2022;14;28;59;22.55;81;0.52;0;25.39;9.51;12;0.198;6.2425;0;3.88
17239770;2022-01-09 14:45:07;1;9;2022;14;45;7;22.6;82;0.49;0;25.37;9.38;12;0.195;6.2425;0;3.88
17239876;2022-01-09 14:50:26;1;9;2022;14;50;26;22.62;81;0.52;0;25.37;9.43;12;0.196;6.2424;0;3.88
17240004;2022-01-09 14:55:44;1;9;2022;14;55;44;22.63;82;0.49;0;25.32;9.59;12;0.2;6.2424;0;3.88
17240238;2022-01-09 15:06:28;1;9;2022;15;6;28;22.55;82;0.49;0;25.32;9.61;12;0.2;6.2423;0;3.88
17240352;2022-01-09 15:11:46;1;9;2022;15;11;46;22.5;82;0.49;0;25.29;9.43;12;0.197;6.2422;0;3.88
17240469;2022-01-09 15:17:05;1;9;2022;15;17;5;22.48;82;0.49;0;25.32;9.56;12;0.199;6.2423;0;3.88
17240709;2022-01-09 15:27:49;1;9;2022;15;27;49;22.47;82;0.49;0;25.32;9.43;12;0.197;6.2419;0;3.88
17241058;2022-01-09 15:43:51;1;9;2022;15;43;51;22.25;82;0.48;0;25.29;9.31;12;0.194;6.2411;0;3.88
17241175;2022-01-09 15:49:10;1;9;2022;15;49;10;22.22;82;0.48;0;25.29;9.54;12;0.199;6.2412;0;3.88
17241414;2022-01-09 15:59:54;1;9;2022;15;59;54;22.05;83;0.45;0;25.27;9.36;12;0.196;6.2408;0;3.88
17241653;2022-01-09 16:10:38;1;9;2022;16;10;38;21.96;83;0.45;0;25.27;9.38;12;0.196;6.2406;0;3.88
17241894;2022-01-09 16:21:22;1;9;2022;16;21;22;21.81;84;0.42;0;25.24;9.33;12;0.195;6.24;0;3.88
17242128;2022-01-09 16:32:00;1;9;2022;16;32;0;21.61;85;0.39;0;25.24;9.24;12;0.193;6.2396;0;3.88
17242489;2022-01-09 16:48:10;1;9;2022;16;48;10;21.43;85;0.38;0;25.22;9.41;12;0.197;6.2388;0;3.88
17242718;2022-01-09 16:58:55;1;9;2022;16;58;55;21.28;86;0.35;0;25.19;9.21;12;0.193;6.2383;0;3.88
17242946;2022-01-09 17:09:39;1;9;2022;17;9;39;21.14;87;0.33;0;25.19;9.29;12;0.195;;0;3.88
17243059;2022-01-09 17:14:58;1;9;2022;17;14;58;21.08;87;0.32;0;25.19;9.24;12;0.194;;0;3.88
17243299;2022-01-09 17:25:44;1;9;2022;17;25;44;21.06;87;0.32;0;25.17;9.69;12;0.203;6.2372;0;3.88
17243420;2022-01-09 17:31:03;1;9;2022;17;31;3;21.06;87;0.32;0;25.14;9.21;12;0.194;6.2371;0;3.88
17243533;2022-01-09 17:36:23;1;9;2022;17;36;23;21.07;87;0.32;0;25.17;9.21;12;0.193;6.2369;0;3.88
17243761;2022-01-09 17:47:14;1;9;2022;17;47;14;21.14;87;0.33;0;25.17;9.24;12;0.194;6.2369;0;3.88
17243882;2022-01-09 17:52:34;1;9;2022;17;52;34;21.19;86;0.35;0;25.14;9.43;12;0.198;6.2368;0;3.88
17243997;2022-01-09 17:57:53;1;9;2022;17;57;53;21.19;86;0.35;0;25.17;9.29;12;0.195;6.2368;0;3.88
17244259;2022-01-09 18:08:39;1;9;2022;18;8;39;21.33;86;0.36;0;25.12;9.41;12;0.198;6.2368;0;3.88
17244497;2022-01-09 18:19:17;1;9;2022;18;19;17;21.38;86;0.36;0;25.12;9.26;12;0.195;6.2368;0;3.88
17244623;2022-01-09 18:24:37;1;9;2022;18;24;37;21.39;86;0.36;0;25.09;9.59;12;0.201;6.2367;0;3.88
17244863;2022-01-09 18:35:22;1;9;2022;18;35;22;21.43;85;0.38;0;25.02;9.24;12;0.195;6.2367;0;3.88
17244982;2022-01-09 18:40:41;1;9;2022;18;40;41;21.45;85;0.38;0;25.09;9.36;12;0.197;6.2369;0;3.88
17245112;2022-01-09 18:46:00;1;9;2022;18;46;0;21.45;85;0.38;0;25.09;9.33;12;0.196;6.2368;0;3.88
17245240;2022-01-09 18:51:20;1;9;2022;18;51;20;21.43;85;0.38;0;25.07;9.61;12;0.202;6.2368;0;3.88
17245356;2022-01-09 18:56:39;1;9;2022;18;56;39;21.45;85;0.38;0;25.07;9.61;12;0.202;6.237;0;3.88
17245695;2022-01-09 19:12:49;1;9;2022;19;12;49;21.45;85;0.38;0;25.04;9.26;12;0.195;6.2369;0;3.88
17246026;2022-01-09 19:29:00;1;9;2022;19;29;0;21.34;86;0.36;0;25.02;9.59;12;0.202;6.2368;0;3.88
17246251;2022-01-09 19:39:45;1;9;2022;19;39;45;21.32;86;0.36;0;25.02;9.54;12;0.201;6.2368;0;3.88
17246480;2022-01-09 19:50:30;1;9;2022;19;50;30;21.3;86;0.35;0;25.02;9.24;12;0.195;6.2368;0;3.88
17246923;2022-01-09 20:12:00;1;9;2022;20;12;0;21.37;85;0.38;0;24.97;9.56;12;0.202;6.2368;0;3.88
17247030;2022-01-09 20:17:19;1;9;2022;20;17;19;21.36;85;0.38;0;24.94;9.26;12;0.196;6.2367;0;3.88
17247257;2022-01-09 20:28:04;1;9;2022;20;28;4;21.37;85;0.38;0;24.94;9.16;12;0.194;6.2368;0;3.88
17247388;2022-01-09 20:33:23;1;9;2022;20;33;23;21.37;85;0.38;0;24.92;9.48;12;0.2;6.2368;0;3.88
17247501;2022-01-09 20:38:43;1;9;2022;20;38;43;21.36;85;0.38;0;24.94;9.19;12;0.195;6.2367;0;3.88
17247607;2022-01-09 20:44:02;1;9;2022;20;44;2;21.35;85;0.38;0;24.97;9.64;12;0.203;6.2368;0;3.88
17247719;2022-01-09 20:49:21;1;9;2022;20;49;21;21.36;85;0.38;0;24.94;9.16;12;0.194;6.2367;0;3.87
17247923;2022-01-09 21:00:06;1;9;2022;21;0;6;21.32;86;0.36;0;24.97;9.56;12;0.202;6.2367;0;3.87
17248129;2022-01-09 21:10:52;1;9;2022;21;10;52;21.3;86;0.35;0;24.89;9.21;12;0.195;6.2366;0;3.87
17248236;2022-01-09 21:16:12;1;9;2022;21;16;12;21.29;86;0.35;0;24.89;9.54;12;0.202;6.2367;0;3.87
17248339;2022-01-09 21:21:31;1;9;2022;21;21;31;21.28;86;0.35;0;24.92;9.56;12;0.202;6.2366;0;3.87
17248436;2022-01-09 21:26:50;1;9;2022;21;26;50;21.29;86;0.35;0;24.92;9.06;12;0.192;6.2366;0;3.87
17248545;2022-01-09 21:32:10;1;9;2022;21;32;10;21.27;86;0.35;0;24.89;9.14;12;0.194;6.2367;0;3.87
17248647;2022-01-09 21:37:29;1;9;2022;21;37;29;21.27;86;0.35;0;24.89;9.56;12;0.202;6.2367;0;3.87
17248747;2022-01-09 21:42:49;1;9;2022;21;42;49;21.28;85;0.38;0;24.87;9.41;12;0.199;6.2367;0;3.87
17248958;2022-01-09 21:53:44;1;9;2022;21;53;44;21.28;85;0.38;0;24.87;9.33;12;0.198;6.2367;0;3.87
17249062;2022-01-09 21:59:04;1;9;2022;21;59;4;21.25;85;0.38;0;24.87;9.54;12;0.202;6.2366;0;3.87
17249163;2022-01-09 22:04:23;1;9;2022;22;4;23;21.29;85;0.38;0;24.84;9.43;12;0.2;6.2367;0;3.87
17249274;2022-01-09 22:09:42;1;9;2022;22;9;42;21.29;85;0.38;0;24.84;9.54;12;0.202;6.2368;0;3.87
17250014;2022-01-09 22:47:35;1;9;2022;22;47;35;21.28;85;0.38;0;24.82;9.41;12;0.2;6.237;0;3.87
17250210;2022-01-09 22:58:20;1;9;2022;22;58;20;21.27;85;0.38;0;24.82;9.43;12;0.2;6.237;0;3.87
17250315;2022-01-09 23:03:40;1;9;2022;23;3;40;21.27;85;0.38;9;24.79;9.24;12;0.197;6.2371;0.5;3.87
17250425;2022-01-09 23:08:59;1;9;2022;23;8;59;21.25;85;0.38;29;24.82;9.36;12;0.199;6.2366;1.61;3.87
17250538;2022-01-09 23:14:19;1;9;2022;23;14;19;21.24;85;0.38;81;24.79;9.24;12;0.197;6.2359;4.5;3.87
17250641;2022-01-09 23:19:38;1;9;2022;23;19;38;21.23;85;0.38;162;24.79;9.36;12;0.199;6.2359;9;3.87
17250964;2022-01-09 23:30:23;1;9;2022;23;30;23;21.27;86;0.35;409;24.82;9.16;12;0.195;6.2362;22.72;3.87
17251167;2022-01-09 23:41:10;1;9;2022;23;41;10;21.38;85;0.38;696;24.74;9.09;12;0.194;6.2367;38.67;3.87
17251270;2022-01-09 23:46:29;1;9;2022;23;46;29;21.42;85;0.38;859;24.77;9.51;12;0.202;6.2367;47.72;3.87
17251588;2022-01-10 00:02:39;1;10;2022;0;2;39;21.62;84;0.41;1839;24.77;9.16;12;0.195;6.2373;102.17;3.88
17251697;2022-01-10 00:07:58;1;10;2022;0;7;58;21.67;84;0.41;2189;24.74;9.46;12;0.201;6.2378;121.61;3.88
17251791;2022-01-10 00:13:17;1;10;2022;0;13;17;21.78;84;0.42;2701;24.72;9.54;12;0.203;6.2381;150.06;3.89
17251889;2022-01-10 00:18:41;1;10;2022;0;18;41;21.85;83;0.45;2760;24.74;9.14;12;0.195;6.2393;153.33;3.89
17252226;2022-01-10 00:35:06;1;10;2022;0;35;6;21.97;82;0.48;1955;24.72;9.51;12;0.202;6.2398;108.61;3.88
17252448;2022-01-10 00:45:49;1;10;2022;0;45;49;22.13;82;0.48;2119;24.72;9.19;12;0.196;6.2407;117.72;3.88
17252550;2022-01-10 00:51:07;1;10;2022;0;51;7;22.07;82;0.48;2063;24.72;9.51;12;0.202;6.2404;114.61;3.88
17253343;2022-01-10 01:18:03;1;10;2022;1;18;3;23.59;76;0.7;3459;24.72;9.16;12;0.196;6.2438;192.17;3.9
17253546;2022-01-10 01:28:58;1;10;2022;1;28;58;24.09;75;0.75;2593;24.67;9.36;12;0.2;6.2471;144.06;3.9
17253653;2022-01-10 01:34:15;1;10;2022;1;34;15;24.55;73;0.83;2493;24.64;9.54;12;0.204;6.2486;138.5;3.9
17253854;2022-01-10 01:44:55;1;10;2022;1;44;55;24.99;71;0.92;2473;24.64;9.43;12;0.201;6.2512;137.39;3.9
17253951;2022-01-10 01:50:12;1;10;2022;1;50;12;25.36;70;0.97;2874;24.64;9.14;12;0.196;6.2529;159.67;3.9
17254254;2022-01-10 02:06:13;1;10;2022;2;6;13;25.53;69;1.01;2699;24.67;9.33;12;0.199;6.2567;149.94;3.9
17254349;2022-01-10 02:11:29;1;10;2022;2;11;29;25.87;68;1.07;3211;24.64;9.54;12;0.204;6.2579;178.39;3.9
17254657;2022-01-10 02:27:29;1;10;2022;2;27;29;26.47;66;1.18;2846;24.64;9.51;12;0.203;6.2625;158.11;3.9
17254763;2022-01-10 02:32:45;1;10;2022;2;32;45;26.76;64;1.27;2809;24.62;9.09;12;0.195;6.2638;156.06;3.9
17254864;2022-01-10 02:38:00;1;10;2022;2;38;0;26.63;64;1.26;2853;24.62;9.54;11;0.204;6.265;158.5;3.9
17255281;2022-01-10 02:59:28;1;10;2022;2;59;28;27.55;62;1.4;3342;24.62;9.06;12;0.194;6.2707;185.67;3.92
17255381;2022-01-10 03:04:43;1;10;2022;3;4;43;27.76;61;1.45;3406;24.62;9.04;12;0.194;6.2717;189.22;3.89
17255584;2022-01-10 03:15:12;1;10;2022;3;15;12;27.65;61;1.44;3692;24.62;9.38;12;0.201;6.2732;205.11;3.89
17255686;2022-01-10 03:20:27;1;10;2022;3;20;27;28.04;59;1.55;11445;24.62;9.29;11;0.199;6.2746;635.83;3.89
17256000;2022-01-10 03:36:22;1;10;2022;3;36;22;28.69;59;1.61;8640;24.64;9.46;11;0.202;6.2786;480;3.89
17256106;2022-01-10 03:41:43;1;10;2022;3;41;43;28.91;59;1.63;25795;24.62;9.43;11;0.202;6.2817;1433.06;3.89
17256202;2022-01-10 03:46:57;1;10;2022;3;46;57;28.87;57;1.71;29944;24.64;9.29;11;0.199;6.2794;1663.56;3.89
17256311;2022-01-10 03:52:12;1;10;2022;3;52;12;28.46;59;1.59;6371;24.67;9.09;11;0.195;6.2793;353.94;3.93
17256722;2022-01-10 04:13:26;1;10;2022;4;13;26;28.23;59;1.57;33142;24.69;9.11;11;0.195;6.2791;1841.22;3.89
17256820;2022-01-10 04:18:40;1;10;2022;4;18;40;29.09;58;1.69;11969;24.69;9.04;11;0.194;6.2827;664.94;3.89
17256922;2022-01-10 04:23:55;1;10;2022;4;23;55;29.49;57;1.77;32706;24.72;9.04;11;0.193;6.2831;1817;3.89
17257020;2022-01-10 04:29:09;1;10;2022;4;29;9;29.16;58;1.7;34466;24.72;9.19;11;0.196;6.2841;1914.78;3.89
17257296;2022-01-10 04:45:01;1;10;2022;4;45;1;28.13;58;1.6;16530;24.77;9.46;11;0.201;6.2822;918.33;3.89
17257390;2022-01-10 04:50:16;1;10;2022;4;50;16;27.37;61;1.42;7303;24.82;9.06;11;0.193;6.2802;405.72;3.88
17257564;2022-01-10 05:00:45;1;10;2022;5;0;45;30.31;56;1.9;33142;24.82;9.33;11;0.198;6.2861;1841.22;3.89
17257750;2022-01-10 05:11:19;1;10;2022;5;11;19;30.06;56;1.87;32277;24.87;8.92;11;0.19;6.2863;1793.17;3.89
17257933;2022-01-10 05:21:51;1;10;2022;5;21;51;31.75;54;2.16;38317;24.92;9.06;11;0.192;6.2883;2128.72;3.88
17258246;2022-01-10 05:37:48;1;10;2022;5;37;48;28.52;59;1.6;35044;24.92;9.02;11;0.191;6.2833;1946.89;3.89
17258540;2022-01-10 05:53:58;1;10;2022;5;53;58;30.6;55;1.98;10501;25.04;9.41;11;0.198;6.2855;583.39;3.88
17259040;2022-01-10 06:04:30;1;10;2022;6;4;30;30.7;55;1.99;9402;25.09;9.38;11;0.197;6.2868;522.33;3.88
17259541;2022-01-10 06:15:02;1;10;2022;6;15;2;30.23;56;1.89;10832;25.14;8.99;11;0.189;6.2853;601.78;3.88
17259796;2022-01-10 06:20:16;1;10;2022;6;20;16;30.3;56;1.9;30195;25.17;8.99;11;0.189;6.2862;1677.5;3.88
17260042;2022-01-10 06:25:29;1;10;2022;6;25;29;31.88;54;2.17;33192;25.17;9.33;11;0.196;6.289;1844;3.88
17260275;2022-01-10 06:30:42;1;10;2022;6;30;42;32.4;53;2.29;8016;25.22;9.21;11;0.193;6.2875;445.33;3.93
17260433;2022-01-10 06:35:54;1;10;2022;6;35;54;29.89;55;1.9;7782;25.24;8.92;11;0.187;6.2833;432.33;3.88
17260626;2022-01-10 06:46:26;1;10;2022;6;46;26;31.2;55;2.04;24874;25.29;8.97;11;0.188;6.2898;1381.89;3.88
17260716;2022-01-10 06:51:39;1;10;2022;6;51;39;32.38;53;2.28;27104;25.37;8.94;11;0.187;6.2898;1505.78;3.88
17260821;2022-01-10 06:56:51;1;10;2022;6;56;51;33;53;2.36;24766;25.32;8.87;11;0.186;6.2928;1375.89;3.88
17260914;2022-01-10 07:02:02;1;10;2022;7;2;2;33.26;49;2.6;25150;25.37;9.24;11;0.193;6.2935;1397.22;3.88
17261007;2022-01-10 07:07:13;1;10;2022;7;7;13;33.75;51;2.57;25519;25.42;8.92;11;0.186;6.2957;1417.72;3.88
17261106;2022-01-10 07:12:24;1;10;2022;7;12;24;33.05;52;2.42;22707;25.42;9.21;11;0.192;6.2968;1261.5;3.88
17261202;2022-01-10 07:17:34;1;10;2022;7;17;34;32.49;54;2.25;22975;25.44;9.11;11;0.189;6.2992;1276.39;3.88
17261394;2022-01-10 07:28:11;1;10;2022;7;28;11;31.11;54;2.08;20723;25.52;9.26;11;0.192;6.2975;1151.28;3.88
17261676;2022-01-10 07:43:54;1;10;2022;7;43;54;29.34;57;1.76;13667;25.59;9.14;11;0.189;6.2934;759.28;3.94
17261780;2022-01-10 07:49:07;1;10;2022;7;49;7;30.24;56;1.89;9714;25.64;9.29;11;0.192;6.2972;539.67;3.93
17261879;2022-01-10 07:54:21;1;10;2022;7;54;21;31.04;54;2.07;8231;25.64;9.38;11;0.193;6.2989;457.28;3.93
17261982;2022-01-10 07:59:47;1;10;2022;7;59;47;30.44;55;1.96;3471;25.67;9.36;11;0.193;6.2978;192.83;3.9
17262081;2022-01-10 08:05:01;1;10;2022;8;5;1;30.46;55;1.96;3347;25.72;9.16;11;0.188;6.2986;185.94;3.9
17262182;2022-01-10 08:10:15;1;10;2022;8;10;15;30.65;55;1.98;3093;25.74;8.94;11;0.184;6.2965;171.83;3.9
17262384;2022-01-10 08:20:54;1;10;2022;8;20;54;31.02;54;2.07;3206;25.82;9.11;11;0.187;6.2926;178.11;3.9
17262570;2022-01-10 08:31:19;1;10;2022;8;31;19;30.94;55;2.01;4010;25.87;9.26;10;0.189;6.2925;222.78;3.91
17262675;2022-01-10 08:36:32;1;10;2022;8;36;32;31.02;55;2.02;3806;25.87;8.92;11;0.182;6.2918;211.44;3.91
17262875;2022-01-10 08:47:05;1;10;2022;8;47;5;30.1;55;1.92;3145;25.94;9.04;10;0.184;6.2882;174.72;3.91
17262984;2022-01-10 08:52:19;1;10;2022;8;52;19;30.1;55;1.92;3034;25.97;8.97;11;0.183;6.2864;168.56;3.9
17263092;2022-01-10 08:57:33;1;10;2022;8;57;33;30.02;56;1.87;3152;25.92;9.36;11;0.191;6.2845;175.11;3.9
17263208;2022-01-10 09:02:48;1;10;2022;9;2;48;29.13;57;1.74;3076;26.02;8.94;11;0.182;6.282;170.89;3.9
17263321;2022-01-10 09:08:02;1;10;2022;9;8;2;28.88;57;1.71;2583;26.04;8.94;11;0.182;6.2802;143.5;3.9
17263423;2022-01-10 09:13:17;1;10;2022;9;13;17;28.74;58;1.66;2395;26.04;9.24;11;0.188;6.279;133.06;3.9
17263635;2022-01-10 09:23:46;1;10;2022;9;23;46;28.91;58;1.67;2221;26.07;9.09;11;0.184;6.2765;123.39;3.9
17263755;2022-01-10 09:29:01;1;10;2022;9;29;1;28.89;57;1.71;2115;26.09;8.85;11;0.179;6.2755;117.5;3.9
17264100;2022-01-10 09:44:57;1;10;2022;9;44;57;28.34;60;1.54;1848;26.09;8.85;11;0.179;6.2726;102.67;3.9
17264223;2022-01-10 09:50:11;1;10;2022;9;50;11;28.02;60;1.51;1746;26.14;8.99;11;0.182;6.2715;97;3.9
17264348;2022-01-10 09:55:26;1;10;2022;9;55;26;27.72;61;1.45;1621;26.14;9.36;11;0.189;6.2705;90.06;3.89
17264801;2022-01-10 10:16:38;1;10;2022;10;16;38;26.63;65;1.22;1006;26.22;9.21;11;0.186;6.2662;55.89;3.89
17265032;2022-01-10 10:27:16;1;10;2022;10;27;16;26.07;66;1.15;623;26.19;9.31;11;0.188;6.2638;34.61;3.89
17265262;2022-01-10 10:37:55;1;10;2022;10;37;55;25.53;67;1.08;217;26.22;9.02;11;0.182;6.2619;12.06;3.89
17265385;2022-01-10 10:43:12;1;10;2022;10;43;12;25.34;67;1.07;108;26.22;8.82;11;0.178;6.2613;6;3.89
17265501;2022-01-10 10:48:28;1;10;2022;10;48;28;25.1;68;1.02;44;26.24;9.26;11;0.187;6.2604;2.44;3.89
17265619;2022-01-10 10:53:50;1;10;2022;10;53;50;24.97;69;0.98;12;26.22;9.19;11;0.185;6.2596;0.67;3.89
17265738;2022-01-10 10:59:13;1;10;2022;10;59;13;24.78;69;0.97;1;26.22;8.87;11;0.179;6.2587;0.06;3.89
17265966;2022-01-10 11:09:54;1;10;2022;11;9;54;24.38;71;0.89;0;26.22;8.85;11;0.178;6.2569;0;3.89
17266216;2022-01-10 11:20:35;1;10;2022;11;20;35;24.13;72;0.84;0;26.22;9.36;11;0.189;6.2555;0;3.89
